Time (s) Run #1,Force (N) Run #1,Time (s) Run #2,Force (N) Run #2,Time (s) Run #3,Force (N) Run #3,Time (s) Run #4,Force (N) Run #4,Time (s) Run #5,Force (N) Run #5,Time (s) Run #6,Force (N) Run #6
39.5,8,39.5,8,39.5,9,39.5,16,39.5,49,39.5,39
39.6,8,39.6,8,39.6,9,39.6,16,39.6,50,39.6,39
39.7,8,39.7,9,39.7,9,39.7,16,39.7,49,39.7,40
39.8,8,39.8,9,39.8,9,39.8,15,39.8,50,39.8,39
39.9,8,39.9,9,39.9,9,39.9,16,39.9,50,39.9,40
40,8,40,8,40,9,40,16,40,49,40,39
40.1,8,40.1,8,40.1,9,40.1,16,40.1,49,40.1,40
40.2,8,40.2,9,40.2,9,40.2,16,40.2,49,40.2,39
40.3,8,40.3,9,40.3,9,40.3,16,40.3,49,40.3,39
40.4,8,40.4,8,40.4,9,40.4,16,40.4,49,40.4,40
40.5,8,40.5,9,40.5,8,40.5,16,40.5,49,40.5,39
40.6,8,40.6,8,40.6,9,40.6,16,40.6,49,40.6,39
40.7,8,40.7,9,40.7,9,40.7,16,40.7,50,40.7,26
40.8,8,40.8,8,40.8,9,40.8,16,40.8,1,40.8,0
40.9,8,40.9,9,40.9,9,40.9,16,40.9,0,40.9,0
41,5,41,8,41,7,41,0,41,0,41,0
41.1,0,41.1,0,41.1,0,41.1,0,41.1,0,41.1,0
41.2,1,41.2,0,41.2,0,41.2,0,41.2,0,41.2,0
41.3,0,41.3,0,41.3,0,41.3,0,41.3,0,41.3,0
41.4,0,41.4,0,41.4,0,41.4,0,41.4,0,41.4,0
41.5,1,41.5,1,41.5,0,41.5,0,41.5,0,41.5,0
41.6,0,41.6,1,41.6,0,41.6,0,41.6,0,41.6,0
41.7,0,41.7,0,41.7,0,41.7,0,41.7,0,41.7,0
41.8,0,41.8,0,41.8,0,41.8,0,41.8,0,41.8,0
41.9,1,41.9,0,41.9,0,41.9,0,41.9,0,41.9,0
42,0,42,1,42,0,42,0,42,0,42,0
42.1,0,42.1,1,42.1,0,42.1,0,42.1,0,42.1,0
42.2,1,42.2,1,42.2,0,42.2,0,42.2,0,42.2,0
42.3,0,42.3,0,42.3,0,42.3,0,42.3,0,42.3,0
42.4,0,42.4,1,42.4,0,42.4,0,42.4,0,42.4,0
42.5,0,42.5,0,42.5,0,42.5,0,42.5,0,42.5,0
42.6,0,42.6,0,42.6,0,42.6,-1,42.6,0,42.6,0
42.7,1,42.7,1,42.7,0,42.7,0,42.7,0,42.7,0
42.8,0,42.8,0,42.8,0,42.8,0,42.8,0,42.8,6
42.9,0,42.9,0,42.9,0,42.9,0,42.9,21,42.9,33
43,1,43,0,43,0,43,8,43,47,43,46
43.1,9,43.1,6,43.1,10,43.1,21,43.1,58,43.1,46
43.2,10,43.2,11,43.2,10,43.2,17,43.2,55,43.2,46
43.3,10,43.3,10,43.3,10,43.3,16,43.3,55,43.3,46
43.4,10,43.4,10,43.4,10,43.4,17,43.4,55,43.4,46
43.5,10,43.5,10,43.5,10,43.5,16,43.5,56,43.5,46
43.6,10,43.6,11,43.6,10,43.6,16,43.6,55,43.6,45
43.7,10,43.7,11,43.7,10,43.7,16,43.7,55,43.7,45
43.8,10,43.8,10,43.8,10,43.8,16,43.8,55,43.8,45
43.9,9,43.9,10,43.9,10,43.9,16,43.9,54,43.9,45
44,10,44,10,44,10,44,16,44,55,44,45
44.1,10,44.1,10,44.1,9,44.1,16,44.1,54,44.1,45
44.2,9,44.2,11,44.2,10,44.2,16,44.2,54,44.2,45
44.3,10,44.3,10,44.3,9,44.3,16,44.3,54,44.3,44
44.4,10,44.4,10,44.4,10,44.4,16,44.4,55,44.4,45
44.5,9,44.5,11,44.5,10,44.5,16,44.5,54,44.5,44
44.6,10,44.6,11,44.6,9,44.6,16,44.6,54,44.6,44
44.7,10,44.7,10,44.7,10,44.7,16,44.7,54,44.7,44
44.8,10,44.8,10,44.8,10,44.8,17,44.8,54,44.8,44
44.9,9,44.9,11,44.9,10,44.9,16,44.9,55,44.9,44
45,10,45,11,45,10,45,16,45,54,45,44
45.1,9,45.1,10,45.1,10,45.1,16,45.1,54,45.1,44
45.2,9,45.2,10,45.2,10,45.2,16,45.2,54,45.2,44
45.3,9,45.3,10,45.3,10,45.3,16,45.3,54,45.3,44
45.4,9,45.4,10,45.4,10,45.4,16,45.4,54,45.4,44
45.5,9,45.5,10,45.5,10,45.5,16,45.5,54,45.5,44
45.6,9,45.6,9,45.6,10,45.6,16,45.6,54,45.6,45
45.7,9,45.7,9,45.7,9,45.7,16,45.7,54,45.7,44
45.8,9,45.8,10,45.8,10,45.8,16,45.8,54,45.8,44
45.9,9,45.9,10,45.9,10,45.9,16,45.9,54,45.9,44
46,9,46,9,46,10,46,16,46,54,46,44
46.1,10,46.1,9,46.1,9,46.1,16,46.1,54,46.1,44
46.2,9,46.2,10,46.2,10,46.2,16,46.2,54,46.2,44
46.3,9,46.3,10,46.3,10,46.3,16,46.3,54,46.3,44
46.4,9,46.4,10,46.4,10,46.4,16,46.4,54,46.4,44
46.5,9,46.5,10,46.5,9,46.5,16,46.5,54,46.5,44
46.6,9,46.6,10,46.6,10,46.6,17,46.6,54,46.6,44
46.7,8,46.7,10,46.7,9,46.7,16,46.7,54,46.7,44
46.8,9,46.8,10,46.8,9,46.8,16,46.8,54,46.8,44
46.9,8,46.9,10,46.9,10,46.9,16,46.9,54,46.9,44
47,9,47,9,47,10,47,16,47,54,47,44
47.1,9,47.1,10,47.1,9,47.1,16,47.1,54,47.1,44
47.2,9,47.2,10,47.2,9,47.2,16,47.2,54,47.2,44
47.3,9,47.3,10,47.3,9,47.3,16,47.3,54,47.3,43
47.4,8,47.4,10,47.4,9,47.4,16,47.4,54,47.4,44
47.5,8,47.5,10,47.5,9,47.5,16,47.5,53,47.5,44
47.6,9,47.6,10,47.6,9,47.6,16,47.6,54,47.6,44
47.7,8,47.7,9,47.7,9,47.7,16,47.7,54,47.7,44
47.8,9,47.8,10,47.8,10,47.8,16,47.8,54,47.8,44
47.9,9,47.9,9,47.9,10,47.9,16,47.9,54,47.9,43
48,9,48,9,48,9,48,16,48,54,48,44
48.1,9,48.1,9,48.1,10,48.1,16,48.1,54,48.1,44
48.2,9,48.2,9,48.2,10,48.2,16,48.2,54,48.2,44
48.3,9,48.3,10,48.3,10,48.3,16,48.3,54,48.3,44
48.4,9,48.4,9,48.4,10,48.4,16,48.4,53,48.4,43
48.5,9,48.5,9,48.5,9,48.5,16,48.5,53,48.5,43
48.6,9,48.6,9,48.6,10,48.6,16,48.6,54,48.6,43
48.7,9,48.7,10,48.7,10,48.7,16,48.7,53,48.7,44
48.8,9,48.8,10,48.8,10,48.8,16,48.8,53,48.8,43
48.9,9,48.9,10,48.9,9,48.9,16,48.9,53,48.9,43
49,9,49,9,49,10,49,16,49,54,49,43
49.1,9,49.1,9,49.1,10,49.1,16,49.1,54,49.1,44
49.2,8,49.2,10,49.2,9,49.2,16,49.2,53,49.2,43
49.3,9,49.3,10,49.3,9,49.3,16,49.3,53,49.3,44
49.4,8,49.4,9,49.4,9,49.4,16,49.4,53,49.4,43
49.5,9,49.5,10,49.5,9,49.5,16,49.5,54,49.5,44
49.6,9,49.6,10,49.6,10,49.6,16,49.6,54,49.6,43
49.7,8,49.7,10,49.7,10,49.7,16,49.7,53,49.7,43
49.8,9,49.8,10,49.8,9,49.8,16,49.8,53,49.8,43
49.9,9,49.9,9,49.9,9,49.9,16,49.9,53,49.9,43
50,9,50,9,50,9,50,16,50,53,50,44
50.1,8,50.1,10,50.1,10,50.1,16,50.1,53,50.1,43
50.2,9,50.2,10,50.2,10,50.2,16,50.2,53,50.2,43
50.3,9,50.3,9,50.3,9,50.3,16,50.3,53,50.3,43
50.4,8,50.4,10,50.4,9,50.4,16,50.4,54,50.4,43
50.5,8,50.5,9,50.5,10,50.5,16,50.5,53,50.5,43
50.6,8,50.6,9,50.6,10,50.6,16,50.6,53,50.6,43
50.7,9,50.7,10,50.7,10,50.7,16,50.7,53,50.7,43
50.8,9,50.8,10,50.8,10,50.8,15,50.8,53,50.8,43
50.9,8,50.9,10,50.9,9,50.9,15,50.9,53,50.9,43
51,9,51,10,51,9,51,16,51,53,51,43
51.1,9,51.1,9,51.1,10,51.1,15,51.1,54,51.1,43
51.2,9,51.2,10,51.2,10,51.2,16,51.2,53,51.2,43
51.3,8,51.3,10,51.3,9,51.3,15,51.3,53,51.3,43
51.4,9,51.4,9,51.4,9,51.4,16,51.4,53,51.4,43
51.5,9,51.5,9,51.5,9,51.5,16,51.5,53,51.5,43
51.6,9,51.6,9,51.6,10,51.6,16,51.6,1,51.6,1
51.7,8,51.7,10,51.7,9,51.7,15,51.7,0,51.7,0
51.8,9,51.8,9,51.8,9,51.8,1,51.8,0,51.8,0
51.9,1,51.9,9,51.9,2,51.9,0,51.9,0,51.9,0
52,0,52,0,52,0,52,0,52,0,52,0
52.1,1,52.1,0,52.1,0,52.1,0,52.1,0,52.1,0
52.2,0,52.2,0,52.2,0,52.2,0,52.2,0,52.2,0
52.3,0,52.3,0,52.3,0,52.3,0,52.3,0,52.3,0
52.4,0,52.4,0,52.4,1,52.4,0,52.4,0,52.4,0
52.5,0,52.5,0,52.5,0,52.5,0,52.5,0,52.5,0
52.6,0,52.6,0,52.6,0,52.6,0,52.6,0,52.6,0
52.7,0,52.7,1,52.7,0,52.7,0,52.7,0,52.7,0
52.8,0,52.8,1,52.8,0,52.8,0,52.8,0,52.8,0
52.9,0,52.9,0,52.9,0,52.9,0,52.9,0,52.9,0
53,0,53,0,53,0,53,0,53,0,53,0
