Time (s) Run #1,Force (N) Run #1,Time (s) Run #2,Force (N) Run #2,Time (s) Run #3,Force (N) Run #3,Time (s) Run #4,Force (N) Run #4,Time (s) Run #5,Force (N) Run #5,Time (s) Run #6,Force (N) Run #6
5.5,1,5.5,1,5.5,1,5.5,0,5.5,7,5.5,7
5.6,1,5.6,1,5.6,1,5.6,0,5.6,8,5.6,7
5.7,1,5.7,1,5.7,1,5.7,0,5.7,7,5.7,7
5.8,1,5.8,1,5.8,1,5.8,1,5.8,7,5.8,7
5.9,1,5.9,1,5.9,1,5.9,2,5.9,7,5.9,7
6,1,6,1,6,0,6,2,6,7,6,7
6.1,1,6.1,1,6.1,1,6.1,3,6.1,7,6.1,7
6.2,1,6.2,2,6.2,1,6.2,3,6.2,7,6.2,7
6.3,1,6.3,1,6.3,1,6.3,2,6.3,8,6.3,7
6.4,1,6.4,1,6.4,1,6.4,3,6.4,7,6.4,7
6.5,1,6.5,1,6.5,1,6.5,2,6.5,8,6.5,7
6.6,1,6.6,1,6.6,1,6.6,2,6.6,7,6.6,7
6.7,1,6.7,1,6.7,1,6.7,3,6.7,7,6.7,7
6.8,1,6.8,1,6.8,1,6.8,2,6.8,7,6.8,6
6.9,1,6.9,1,6.9,1,6.9,3,6.9,7,6.9,7
7,1,7,1,7,0,7,2,7,7,7,7
7.1,1,7.1,1,7.1,0,7.1,2,7.1,7,7.1,6
7.2,1,7.2,1,7.2,0,7.2,2,7.2,7,7.2,7
7.3,1,7.3,1,7.3,0,7.3,2,7.3,7,7.3,6
7.4,1,7.4,1,7.4,0,7.4,2,7.4,7,7.4,6
7.5,1,7.5,1,7.5,0,7.5,2,7.5,7,7.5,7
7.6,1,7.6,1,7.6,1,7.6,2,7.6,7,7.6,6
7.7,1,7.7,1,7.7,1,7.7,2,7.7,7,7.7,6
7.8,1,7.8,1,7.8,0,7.8,2,7.8,7,7.8,7
7.9,1,7.9,1,7.9,1,7.9,2,7.9,7,7.9,7
8,1,8,1,8,1,8,2,8,7,8,6
8.1,1,8.1,1,8.1,0,8.1,2,8.1,6,8.1,6
8.2,1,8.2,1,8.2,0,8.2,2,8.2,7,8.2,7
8.3,1,8.3,1,8.3,1,8.3,2,8.3,7,8.3,6
8.4,1,8.4,1,8.4,1,8.4,2,8.4,6,8.4,6
8.5,1,8.5,1,8.5,1,8.5,2,8.5,7,8.5,7
8.6,1,8.6,2,8.6,0,8.6,2,8.6,3,8.6,1
8.7,1,8.7,1,8.7,1,8.7,1,8.7,0,8.7,0
8.8,1,8.8,1,8.8,0,8.8,0,8.8,0,8.8,0
8.9,1,8.9,1,8.9,0,8.9,0,8.9,0,8.9,0
9,0,9,1,9,0,9,0,9,0,9,0
9.1,0,9.1,0,9.1,0,9.1,0,9.1,0,9.1,0
9.2,1,9.2,1,9.2,0,9.2,0,9.2,0,9.2,0
9.3,1,9.3,1,9.3,0,9.3,0,9.3,0,9.3,0
9.4,0,9.4,1,9.4,0,9.4,0,9.4,0,9.4,0
9.5,0,9.5,0,9.5,0,9.5,0,9.5,0,9.5,0
9.6,0,9.6,1,9.6,0,9.6,0,9.6,0,9.6,0
9.7,1,9.7,1,9.7,0,9.7,-1,9.7,0,9.7,0
9.8,0,9.8,1,9.8,0,9.8,0,9.8,0,9.8,0
9.9,0,9.9,0,9.9,0,9.9,0,9.9,0,9.9,0
10,1,10,0,10,0,10,0,10,0,10,0
10.1,0,10.1,1,10.1,0,10.1,0,10.1,0,10.1,0
10.2,0,10.2,1,10.2,0,10.2,0,10.2,0,10.2,0
10.3,0,10.3,0,10.3,0,10.3,0,10.3,0,10.3,0
10.4,0,10.4,1,10.4,0,10.4,0,10.4,0,10.4,0
10.5,0,10.5,0,10.5,0,10.5,0,10.5,0,10.5,0
10.6,0,10.6,1,10.6,0,10.6,0,10.6,0,10.6,0
10.7,2,10.7,6,10.7,2,10.7,0,10.7,0,10.7,1
10.8,5,10.8,5,10.8,6,10.8,7,10.8,11,10.8,18
10.9,6,10.9,5,10.9,6,10.9,10,10.9,25,10.9,19
11,5,11,5,11,6,11,10,11,25,11,18
11.1,5,11.1,5,11.1,6,11.1,9,11.1,26,11.1,18
11.2,5,11.2,5,11.2,6,11.2,9,11.2,25,11.2,17
11.3,5,11.3,5,11.3,6,11.3,9,11.3,25,11.3,18
11.4,5,11.4,5,11.4,6,11.4,9,11.4,25,11.4,18
11.5,5,11.5,5,11.5,6,11.5,9,11.5,26,11.5,17
11.6,5,11.6,5,11.6,6,11.6,9,11.6,25,11.6,17
11.7,5,11.7,5,11.7,6,11.7,9,11.7,26,11.7,17
11.8,5,11.8,5,11.8,5,11.8,9,11.8,25,11.8,17
11.9,5,11.9,5,11.9,6,11.9,9,11.9,25,11.9,17
12,5,12,5,12,6,12,9,12,25,12,17
12.1,4,12.1,5,12.1,6,12.1,9,12.1,25,12.1,17
12.2,5,12.2,5,12.2,6,12.2,9,12.2,25,12.2,17
12.3,5,12.3,5,12.3,6,12.3,9,12.3,25,12.3,17
12.4,5,12.4,5,12.4,6,12.4,9,12.4,25,12.4,17
12.5,4,12.5,5,12.5,6,12.5,9,12.5,25,12.5,17
12.6,5,12.6,4,12.6,6,12.6,9,12.6,25,12.6,17
12.7,5,12.7,5,12.7,5,12.7,9,12.7,25,12.7,17
12.8,4,12.8,5,12.8,6,12.8,9,12.8,24,12.8,17
12.9,4,12.9,4,12.9,6,12.9,9,12.9,24,12.9,17
13,5,13,5,13,6,13,9,13,25,13,17
13.1,4,13.1,5,13.1,5,13.1,9,13.1,25,13.1,17
13.2,4,13.2,5,13.2,5,13.2,9,13.2,25,13.2,17
13.3,5,13.3,5,13.3,6,13.3,9,13.3,25,13.3,17
13.4,5,13.4,5,13.4,6,13.4,9,13.4,25,13.4,17
13.5,4,13.5,4,13.5,6,13.5,9,13.5,24,13.5,17
13.6,4,13.6,5,13.6,5,13.6,9,13.6,25,13.6,17
13.7,5,13.7,4,13.7,6,13.7,8,13.7,24,13.7,17
13.8,5,13.8,5,13.8,5,13.8,8,13.8,25,13.8,17
13.9,4,13.9,5,13.9,6,13.9,9,13.9,24,13.9,17
14,4,14,5,14,5,14,9,14,24,14,17
14.1,5,14.1,5,14.1,5,14.1,9,14.1,25,14.1,18
14.2,5,14.2,5,14.2,5,14.2,9,14.2,24,14.2,18
14.3,5,14.3,5,14.3,6,14.3,9,14.3,24,14.3,17
14.4,5,14.4,5,14.4,6,14.4,9,14.4,24,14.4,17
14.5,5,14.5,5,14.5,5,14.5,8,14.5,24,14.5,17
14.6,5,14.6,5,14.6,5,14.6,8,14.6,25,14.6,17
14.7,4,14.7,5,14.7,6,14.7,8,14.7,24,14.7,17
14.8,5,14.8,4,14.8,5,14.8,8,14.8,24,14.8,17
14.9,5,14.9,5,14.9,6,14.9,8,14.9,24,14.9,17
15,4,15,5,15,5,15,8,15,24,15,17
15.1,4,15.1,5,15.1,6,15.1,9,15.1,24,15.1,17
15.2,4,15.2,4,15.2,6,15.2,9,15.2,24,15.2,17
15.3,4,15.3,4,15.3,6,15.3,9,15.3,24,15.3,17
15.4,4,15.4,5,15.4,6,15.4,9,15.4,24,15.4,17
15.5,4,15.5,5,15.5,5,15.5,9,15.5,24,15.5,17
15.6,4,15.6,5,15.6,6,15.6,9,15.6,24,15.6,17
15.7,4,15.7,5,15.7,5,15.7,9,15.7,24,15.7,17
15.8,4,15.8,5,15.8,5,15.8,9,15.8,24,15.8,17
15.9,4,15.9,5,15.9,5,15.9,9,15.9,24,15.9,17
16,5,16,5,16,5,16,8,16,24,16,17
16.1,5,16.1,4,16.1,5,16.1,8,16.1,23,16.1,17
16.2,5,16.2,5,16.2,5,16.2,8,16.2,24,16.2,16
16.3,4,16.3,4,16.3,5,16.3,8,16.3,24,16.3,17
16.4,5,16.4,4,16.4,6,16.4,8,16.4,24,16.4,17
16.5,4,16.5,4,16.5,5,16.5,8,16.5,24,16.5,16
16.6,4,16.6,5,16.6,5,16.6,9,16.6,24,16.6,17
16.7,5,16.7,4,16.7,6,16.7,9,16.7,24,16.7,17
16.8,4,16.8,5,16.8,6,16.8,8,16.8,24,16.8,17
16.9,4,16.9,5,16.9,5,16.9,8,16.9,24,16.9,17
17,4,17,4,17,5,17,8,17,23,17,16
17.1,4,17.1,4,17.1,5,17.1,9,17.1,24,17.1,16
17.2,4,17.2,4,17.2,5,17.2,8,17.2,23,17.2,16
17.3,4,17.3,4,17.3,5,17.3,8,17.3,24,17.3,16
17.4,4,17.4,4,17.4,5,17.4,8,17.4,24,17.4,17
17.5,4,17.5,4,17.5,6,17.5,8,17.5,23,17.5,16
17.6,4,17.6,5,17.6,6,17.6,8,17.6,23,17.6,17
17.7,4,17.7,4,17.7,6,17.7,8,17.7,23,17.7,17
17.8,4,17.8,4,17.8,5,17.8,8,17.8,24,17.8,16
17.9,4,17.9,4,17.9,6,17.9,8,17.9,23,17.9,16
18,4,18,4,18,5,18,8,18,24,18,16
18.1,4,18.1,4,18.1,5,18.1,8,18.1,23,18.1,17
18.2,4,18.2,4,18.2,5,18.2,8,18.2,23,18.2,16
18.3,4,18.3,4,18.3,5,18.3,8,18.3,24,18.3,16
18.4,4,18.4,4,18.4,5,18.4,8,18.4,23,18.4,16
18.5,4,18.5,4,18.5,5,18.5,8,18.5,23,18.5,16
18.6,4,18.6,4,18.6,5,18.6,8,18.6,23,18.6,16
18.7,4,18.7,4,18.7,5,18.7,8,18.7,23,18.7,16
18.8,4,18.8,4,18.8,5,18.8,8,18.8,23,18.8,16
18.9,4,18.9,4,18.9,5,18.9,8,18.9,23,18.9,16
19,4,19,4,19,5,19,8,19,23,19,16
19.1,4,19.1,4,19.1,5,19.1,8,19.1,23,19.1,16
19.2,4,19.2,4,19.2,6,19.2,8,19.2,23,19.2,0
19.3,4,19.3,4,19.3,6,19.3,8,19.3,1,19.3,0
19.4,0,19.4,1,19.4,5,19.4,5,19.4,0,19.4,0
19.5,0,19.5,0,19.5,0,19.5,0,19.5,0,19.5,0
19.6,0,19.6,0,19.6,0,19.6,0,19.6,0,19.6,0
19.7,0,19.7,1,19.7,0,19.7,0,19.7,0,19.7,0
19.8,0,19.8,1,19.8,0,19.8,0,19.8,0,19.8,0
19.9,0,19.9,0,19.9,0,19.9,0,19.9,0,19.9,0
20,0,20,0,20,0,20,0,20,0,20,0
20.1,0,20.1,1,20.1,0,20.1,-1,20.1,0,20.1,0
20.2,1,20.2,1,20.2,0,20.2,0,20.2,0,20.2,0
20.3,0,20.3,0,20.3,0,20.3,0,20.3,0,20.3,0
20.4,0,20.4,0,20.4,0,20.4,0,20.4,0,20.4,0
20.5,0,20.5,1,20.5,0,20.5,0,20.5,0,20.5,0
20.6,0,20.6,1,20.6,0,20.6,0,20.6,0,20.6,0
20.7,0,20.7,1,20.7,0,20.7,0,20.7,0,20.7,0
20.8,0,20.8,1,20.8,0,20.8,0,20.8,0,20.8,0
20.9,0,20.9,0,20.9,0,20.9,-1,20.9,0,20.9,0
21,0,21,0,21,0,21,0,21,0,21,0
21.1,0,21.1,0,21.1,0,21.1,0,21.1,0,21.1,0
21.2,0,21.2,1,21.2,0,21.2,0,21.2,0,21.2,0
21.3,0,21.3,0,21.3,0,21.3,0,21.3,0,21.3,14
21.4,2,21.4,3,21.4,0,21.4,0,21.4,5,21.4,30
21.5,6,21.5,8,21.5,7,21.5,9,21.5,27,21.5,32
21.6,7,21.6,8,21.6,8,21.6,15,21.6,38,21.6,31
21.7,7,21.7,8,21.7,8,21.7,14,21.7,38,21.7,32
21.8,6,21.8,8,21.8,8,21.8,15,21.8,38,21.8,31
21.9,7,21.9,8,21.9,8,21.9,16,21.9,38,21.9,31
22,7,22,7,22,8,22,15,22,37,22,31
22.1,7,22.1,8,22.1,8,22.1,15,22.1,38,22.1,31
22.2,7,22.2,8,22.2,8,22.2,15,22.2,38,22.2,30
22.3,7,22.3,7,22.3,8,22.3,15,22.3,37,22.3,31
22.4,7,22.4,7,22.4,8,22.4,15,22.4,38,22.4,31
22.5,6,22.5,8,22.5,7,22.5,15,22.5,37,22.5,30
22.6,7,22.6,7,22.6,8,22.6,15,22.6,37,22.6,31
22.7,6,22.7,7,22.7,7,22.7,15,22.7,37,22.7,30
22.8,6,22.8,7,22.8,8,22.8,15,22.8,37,22.8,31
22.9,6,22.9,7,22.9,7,22.9,14,22.9,37,22.9,31
23,6,23,7,23,8,23,15,23,38,23,30
23.1,6,23.1,7,23.1,8,23.1,14,23.1,37,23.1,30
23.2,6,23.2,7,23.2,7,23.2,14,23.2,38,23.2,30
23.3,6,23.3,7,23.3,8,23.3,15,23.3,37,23.3,30
23.4,6,23.4,7,23.4,7,23.4,14,23.4,37,23.4,30
23.5,6,23.5,7,23.5,8,23.5,14,23.5,37,23.5,30
23.6,6,23.6,7,23.6,8,23.6,14,23.6,37,23.6,31
23.7,6,23.7,7,23.7,8,23.7,14,23.7,37,23.7,31
23.8,6,23.8,7,23.8,7,23.8,14,23.8,37,23.8,30
23.9,6,23.9,7,23.9,7,23.9,14,23.9,37,23.9,30
24,6,24,7,24,8,24,14,24,37,24,30
24.1,6,24.1,7,24.1,7,24.1,14,24.1,36,24.1,30
24.2,6,24.2,7,24.2,8,24.2,14,24.2,37,24.2,30
24.3,6,24.3,7,24.3,7,24.3,14,24.3,37,24.3,30
24.4,6,24.4,7,24.4,8,24.4,14,24.4,37,24.4,30
24.5,6,24.5,7,24.5,8,24.5,14,24.5,37,24.5,30
24.6,6,24.6,7,24.6,7,24.6,14,24.6,37,24.6,30
24.7,6,24.7,7,24.7,7,24.7,14,24.7,37,24.7,30
24.8,6,24.8,6,24.8,7,24.8,14,24.8,37,24.8,30
24.9,6,24.9,7,24.9,7,24.9,14,24.9,37,24.9,30
25,6,25,7,25,8,25,13,25,37,25,30
25.1,6,25.1,7,25.1,7,25.1,14,25.1,37,25.1,30
25.2,6,25.2,7,25.2,7,25.2,13,25.2,37,25.2,30
25.3,6,25.3,6,25.3,7,25.3,14,25.3,37,25.3,30
25.4,6,25.4,7,25.4,8,25.4,13,25.4,36,25.4,30
25.5,6,25.5,7,25.5,8,25.5,14,25.5,36,25.5,30
25.6,6,25.6,7,25.6,7,25.6,13,25.6,36,25.6,30
25.7,6,25.7,7,25.7,7,25.7,14,25.7,36,25.7,30
25.8,6,25.8,7,25.8,7,25.8,14,25.8,36,25.8,30
25.9,6,25.9,7,25.9,8,25.9,14,25.9,36,25.9,30
26,6,26,6,26,7,26,14,26,36,26,30
26.1,6,26.1,7,26.1,8,26.1,14,26.1,36,26.1,30
26.2,6,26.2,7,26.2,7,26.2,13,26.2,36,26.2,30
26.3,6,26.3,7,26.3,7,26.3,14,26.3,36,26.3,30
26.4,6,26.4,6,26.4,7,26.4,14,26.4,37,26.4,30
26.5,6,26.5,6,26.5,7,26.5,14,26.5,36,26.5,30
26.6,6,26.6,7,26.6,7,26.6,14,26.6,36,26.6,29
26.7,6,26.7,7,26.7,7,26.7,14,26.7,36,26.7,30
26.8,6,26.8,7,26.8,7,26.8,14,26.8,36,26.8,29
26.9,6,26.9,7,26.9,7,26.9,14,26.9,36,26.9,29
27,6,27,7,27,7,27,13,27,37,27,30
27.1,6,27.1,7,27.1,7,27.1,14,27.1,36,27.1,29
27.2,6,27.2,6,27.2,7,27.2,13,27.2,36,27.2,30
27.3,6,27.3,7,27.3,7,27.3,14,27.3,36,27.3,30
27.4,6,27.4,7,27.4,7,27.4,14,27.4,36,27.4,29
27.5,6,27.5,7,27.5,7,27.5,13,27.5,36,27.5,30
27.6,6,27.6,6,27.6,7,27.6,14,27.6,36,27.6,29
27.7,6,27.7,6,27.7,7,27.7,14,27.7,36,27.7,30
27.8,6,27.8,6,27.8,7,27.8,13,27.8,36,27.8,29
27.9,6,27.9,7,27.9,7,27.9,13,27.9,36,27.9,29
28,6,28,6,28,7,28,13,28,36,28,29
28.1,6,28.1,6,28.1,7,28.1,13,28.1,36,28.1,29
28.2,6,28.2,6,28.2,8,28.2,13,28.2,36,28.2,30
28.3,6,28.3,6,28.3,7,28.3,13,28.3,36,28.3,29
28.4,6,28.4,7,28.4,7,28.4,13,28.4,36,28.4,30
28.5,6,28.5,6,28.5,7,28.5,13,28.5,36,28.5,30
28.6,6,28.6,6,28.6,7,28.6,14,28.6,36,28.6,29
28.7,6,28.7,6,28.7,7,28.7,13,28.7,36,28.7,29
28.8,6,28.8,7,28.8,7,28.8,13,28.8,36,28.8,29
28.9,6,28.9,7,28.9,7,28.9,14,28.9,36,28.9,29
29,6,29,7,29,7,29,14,29,36,29,29
29.1,6,29.1,6,29.1,7,29.1,13,29.1,35,29.1,29
29.2,6,29.2,6,29.2,7,29.2,14,29.2,35,29.2,29
29.3,6,29.3,6,29.3,7,29.3,14,29.3,35,29.3,29
29.4,6,29.4,7,29.4,7,29.4,13,29.4,35,29.4,29
29.5,6,29.5,6,29.5,7,29.5,14,29.5,36,29.5,29
29.6,6,29.6,6,29.6,7,29.6,13,29.6,36,29.6,29
29.7,6,29.7,6,29.7,7,29.7,13,29.7,35,29.7,29
29.8,6,29.8,6,29.8,7,29.8,13,29.8,35,29.8,29
29.9,6,29.9,6,29.9,7,29.9,13,29.9,35,29.9,1
30,6,30,6,30,7,30,13,30,0,30,0
30.1,6,30.1,7,30.1,7,30.1,8,30.1,0,30.1,0
30.2,0,30.2,0,30.2,0,30.2,0,30.2,0,30.2,0
30.3,1,30.3,0,30.3,0,30.3,0,30.3,0,30.3,0
30.4,0,30.4,1,30.4,0,30.4,0,30.4,0,30.4,0
30.5,0,30.5,1,30.5,0,30.5,0,30.5,0,30.5,0
30.6,0,30.6,1,30.6,0,30.6,0,30.6,0,30.6,0
30.7,0,30.7,1,30.7,0,30.7,-1,30.7,0,30.7,0
30.8,0,30.8,0,30.8,0,30.8,0,30.8,0,30.8,0
30.9,1,30.9,1,30.9,0,30.9,0,30.9,0,30.9,0
31,0,31,0,31,0,31,0,31,0,31,0
31.1,0,31.1,1,31.1,0,31.1,0,31.1,0,31.1,0
31.2,0,31.2,0,31.2,0,31.2,0,31.2,0,31.2,0
31.3,1,31.3,0,31.3,0,31.3,0,31.3,0,31.3,0
31.4,0,31.4,0,31.4,0,31.4,0,31.4,0,31.4,0
31.5,0,31.5,0,31.5,0,31.5,0,31.5,0,31.5,0
31.6,0,31.6,1,31.6,0,31.6,0,31.6,0,31.6,0
31.7,0,31.7,1,31.7,1,31.7,0,31.7,0,31.7,0
31.8,1,31.8,1,31.8,0,31.8,0,31.8,0,31.8,0
31.9,0,31.9,0,31.9,0,31.9,0,31.9,0,31.9,0
32,0,32,1,32,0,32,0,32,0,32,19
32.1,0,32.1,1,32.1,0,32.1,0,32.1,19,32.1,39
32.2,8,32.2,7,32.2,4,32.2,14,32.2,45,32.2,43
32.3,9,32.3,10,32.3,10,32.3,20,32.3,53,32.3,41
32.4,9,32.4,10,32.4,10,32.4,20,32.4,52,32.4,41
32.5,9,32.5,10,32.5,9,32.5,17,32.5,51,32.5,41
32.6,9,32.6,10,32.6,10,32.6,17,32.6,51,32.6,40
32.7,9,32.7,9,32.7,9,32.7,17,32.7,51,32.7,41
32.8,9,32.8,10,32.8,10,32.8,17,32.8,51,32.8,41
32.9,9,32.9,10,32.9,9,32.9,17,32.9,51,32.9,41
33,9,33,10,33,10,33,17,33,51,33,41
33.1,9,33.1,9,33.1,9,33.1,17,33.1,51,33.1,41
33.2,9,33.2,9,33.2,9,33.2,16,33.2,51,33.2,41
33.3,9,33.3,9,33.3,9,33.3,17,33.3,51,33.3,41
33.4,9,33.4,9,33.4,10,33.4,16,33.4,51,33.4,41
33.5,9,33.5,9,33.5,9,33.5,16,33.5,50,33.5,40
33.6,9,33.6,9,33.6,9,33.6,16,33.6,51,33.6,41
33.7,8,33.7,9,33.7,9,33.7,16,33.7,51,33.7,41
33.8,9,33.8,9,33.8,9,33.8,16,33.8,50,33.8,40
33.9,9,33.9,9,33.9,9,33.9,16,33.9,50,33.9,41
34,8,34,9,34,9,34,16,34,50,34,40
34.1,8,34.1,9,34.1,9,34.1,16,34.1,51,34.1,40
34.2,9,34.2,9,34.2,9,34.2,16,34.2,50,34.2,40
34.3,8,34.3,9,34.3,9,34.3,16,34.3,50,34.3,41
34.4,8,34.4,9,34.4,9,34.4,16,34.4,50,34.4,40
34.5,8,34.5,9,34.5,9,34.5,16,34.5,50,34.5,40
34.6,8,34.6,9,34.6,9,34.6,16,34.6,50,34.6,41
34.7,8,34.7,9,34.7,9,34.7,16,34.7,50,34.7,40
34.8,9,34.8,8,34.8,9,34.8,16,34.8,50,34.8,41
34.9,8,34.9,9,34.9,9,34.9,16,34.9,50,34.9,41
35,9,35,9,35,9,35,16,35,50,35,40
35.1,8,35.1,9,35.1,9,35.1,16,35.1,50,35.1,41
35.2,8,35.2,9,35.2,9,35.2,16,35.2,50,35.2,40
35.3,8,35.3,9,35.3,9,35.3,16,35.3,51,35.3,40
35.4,8,35.4,9,35.4,10,35.4,16,35.4,51,35.4,40
35.5,8,35.5,9,35.5,10,35.5,16,35.5,51,35.5,40
35.6,8,35.6,9,35.6,10,35.6,16,35.6,50,35.6,40
35.7,8,35.7,9,35.7,9,35.7,15,35.7,50,35.7,40
35.8,8,35.8,9,35.8,9,35.8,16,35.8,50,35.8,40
35.9,8,35.9,8,35.9,9,35.9,15,35.9,50,35.9,41
36,8,36,9,36,9,36,16,36,50,36,40
36.1,8,36.1,9,36.1,9,36.1,16,36.1,50,36.1,40
36.2,8,36.2,9,36.2,9,36.2,15,36.2,50,36.2,40
36.3,8,36.3,8,36.3,9,36.3,16,36.3,50,36.3,40
36.4,8,36.4,9,36.4,9,36.4,16,36.4,50,36.4,40
36.5,8,36.5,9,36.5,9,36.5,16,36.5,50,36.5,40
36.6,8,36.6,9,36.6,9,36.6,16,36.6,50,36.6,40
36.7,8,36.7,9,36.7,9,36.7,16,36.7,50,36.7,40
36.8,8,36.8,9,36.8,9,36.8,16,36.8,50,36.8,40
36.9,8,36.9,9,36.9,9,36.9,15,36.9,50,36.9,40
37,8,37,9,37,9,37,16,37,50,37,40
37.1,8,37.1,8,37.1,9,37.1,16,37.1,49,37.1,40
37.2,8,37.2,9,37.2,9,37.2,16,37.2,50,37.2,40
37.3,8,37.3,9,37.3,9,37.3,16,37.3,50,37.3,40
37.4,9,37.4,9,37.4,9,37.4,16,37.4,50,37.4,40
37.5,8,37.5,9,37.5,9,37.5,15,37.5,50,37.5,40
37.6,8,37.6,9,37.6,9,37.6,15,37.6,50,37.6,40
37.7,8,37.7,9,37.7,9,37.7,16,37.7,50,37.7,40
37.8,8,37.8,9,37.8,9,37.8,16,37.8,50,37.8,40
37.9,8,37.9,9,37.9,9,37.9,16,37.9,50,37.9,39
38,8,38,9,38,9,38,16,38,50,38,40
38.1,8,38.1,9,38.1,9,38.1,16,38.1,50,38.1,40
38.2,8,38.2,9,38.2,9,38.2,15,38.2,50,38.2,40
38.3,8,38.3,8,38.3,9,38.3,15,38.3,49,38.3,40
38.4,8,38.4,9,38.4,9,38.4,16,38.4,49,38.4,40
38.5,8,38.5,9,38.5,9,38.5,16,38.5,50,38.5,40
38.6,8,38.6,9,38.6,9,38.6,16,38.6,49,38.6,40
38.7,8,38.7,9,38.7,9,38.7,16,38.7,50,38.7,39
38.8,8,38.8,9,38.8,9,38.8,16,38.8,49,38.8,39
38.9,8,38.9,9,38.9,9,38.9,16,38.9,50,38.9,40
39,7,39,9,39,8,39,16,39,50,39,39
39.1,8,39.1,8,39.1,9,39.1,16,39.1,50,39.1,40
39.2,8,39.2,9,39.2,9,39.2,15,39.2,49,39.2,39
39.3,7,39.3,9,39.3,9,39.3,15,39.3,50,39.3,39
39.4,8,39.4,9,39.4,9,39.4,15,39.4,49,39.4,40
