Time (s) Run #1,Force (N) Run #1,Time (s) Run #2,Force (N) Run #2,Time (s) Run #3,Force (N) Run #3,Time (s) Run #4,Force (N) Run #4,Time (s) Run #5,Force (N) Run #5,Time (s) Run #6,Force (N) Run #6
39.5,8,39.5,9,39.5,9,39.5,16,39.5,51,39.5,41
39.6,8,39.6,9,39.6,10,39.6,16,39.6,52,39.6,41
39.7,8,39.7,8,39.7,9,39.7,15,39.7,52,39.7,40
39.8,8,39.8,8,39.8,9,39.8,16,39.8,52,39.8,41
39.9,8,39.9,9,39.9,9,39.9,16,39.9,52,39.9,41
40,7,40,9,40,9,40,16,40,52,40,40
40.1,8,40.1,9,40.1,10,40.1,16,40.1,51,40.1,41
40.2,8,40.2,9,40.2,9,40.2,16,40.2,52,40.2,40
40.3,8,40.3,9,40.3,10,40.3,15,40.3,51,40.3,40
40.4,8,40.4,9,40.4,9,40.4,15,40.4,51,40.4,41
40.5,8,40.5,9,40.5,9,40.5,16,40.5,52,40.5,40
40.6,8,40.6,9,40.6,10,40.6,15,40.6,51,40.6,40
40.7,8,40.7,8,40.7,10,40.7,15,40.7,52,40.7,41
40.8,8,40.8,9,40.8,10,40.8,15,40.8,52,40.8,41
40.9,8,40.9,9,40.9,10,40.9,15,40.9,51,40.9,40
41,8,41,9,41,10,41,15,41,52,41,10
41.1,8,41.1,9,41.1,10,41.1,16,41.1,2,41.1,0
41.2,8,41.2,9,41.2,9,41.2,16,41.2,0,41.2,0
41.3,8,41.3,9,41.3,0,41.3,1,41.3,0,41.3,0
41.4,8,41.4,9,41.4,0,41.4,1,41.4,0,41.4,0
41.5,8,41.5,8,41.5,0,41.5,0,41.5,0,41.5,0
41.6,8,41.6,0,41.6,0,41.6,0,41.6,0,41.6,0
41.7,0,41.7,1,41.7,0,41.7,0,41.7,0,41.7,0
41.8,0,41.8,1,41.8,0,41.8,0,41.8,0,41.8,0
41.9,1,41.9,0,41.9,0,41.9,0,41.9,0,41.9,0
42,0,42,1,42,0,42,0,42,0,42,0
42.1,0,42.1,1,42.1,0,42.1,0,42.1,0,42.1,0
42.2,0,42.2,1,42.2,0,42.2,1,42.2,0,42.2,0
42.3,0,42.3,0,42.3,0,42.3,1,42.3,0,42.3,0
42.4,0,42.4,1,42.4,0,42.4,0,42.4,0,42.4,0
42.5,0,42.5,1,42.5,0,42.5,0,42.5,0,42.5,0
42.6,0,42.6,1,42.6,0,42.6,0,42.6,0,42.6,0
42.7,0,42.7,0,42.7,0,42.7,0,42.7,0,42.7,0
42.8,0,42.8,1,42.8,0,42.8,0,42.8,0,42.8,0
42.9,0,42.9,1,42.9,0,42.9,0,42.9,0,42.9,0
43,0,43,1,43,0,43,0,43,0,43,0
43.1,0,43.1,0,43.1,0,43.1,0,43.1,0,43.1,11
43.2,0,43.2,0,43.2,0,43.2,0,43.2,16,43.2,37
43.3,0,43.3,0,43.3,5,43.3,0,43.3,45,43.3,47
43.4,0,43.4,1,43.4,11,43.4,19,43.4,57,43.4,45
43.5,0,43.5,0,43.5,12,43.5,19,43.5,55,43.5,44
43.6,0,43.6,8,43.6,12,43.6,19,43.6,55,43.6,44
43.7,6,43.7,11,43.7,12,43.7,20,43.7,54,43.7,44
43.8,10,43.8,10,43.8,12,43.8,19,43.8,54,43.8,44
43.9,10,43.9,10,43.9,12,43.9,20,43.9,54,43.9,44
44,10,44,10,44,12,44,20,44,54,44,44
44.1,10,44.1,10,44.1,12,44.1,20,44.1,54,44.1,44
44.2,10,44.2,10,44.2,12,44.2,20,44.2,53,44.2,44
44.3,9,44.3,10,44.3,12,44.3,19,44.3,53,44.3,44
44.4,9,44.4,10,44.4,12,44.4,19,44.4,54,44.4,44
44.5,9,44.5,10,44.5,12,44.5,19,44.5,53,44.5,44
44.6,9,44.6,11,44.6,12,44.6,19,44.6,53,44.6,44
44.7,10,44.7,10,44.7,12,44.7,19,44.7,53,44.7,44
44.8,9,44.8,10,44.8,12,44.8,19,44.8,54,44.8,44
44.9,9,44.9,10,44.9,12,44.9,18,44.9,53,44.9,43
45,9,45,11,45,11,45,19,45,53,45,43
45.1,9,45.1,10,45.1,11,45.1,19,45.1,54,45.1,44
45.2,9,45.2,10,45.2,11,45.2,18,45.2,53,45.2,44
45.3,9,45.3,10,45.3,11,45.3,18,45.3,53,45.3,43
45.4,9,45.4,10,45.4,11,45.4,18,45.4,54,45.4,43
45.5,8,45.5,10,45.5,11,45.5,18,45.5,53,45.5,43
45.6,9,45.6,9,45.6,11,45.6,18,45.6,54,45.6,43
45.7,8,45.7,10,45.7,11,45.7,18,45.7,53,45.7,43
45.8,9,45.8,10,45.8,11,45.8,18,45.8,53,45.8,43
45.9,9,45.9,9,45.9,11,45.9,18,45.9,53,45.9,43
46,9,46,10,46,11,46,19,46,53,46,43
46.1,9,46.1,10,46.1,11,46.1,18,46.1,53,46.1,43
46.2,9,46.2,9,46.2,11,46.2,18,46.2,53,46.2,43
46.3,9,46.3,9,46.3,11,46.3,19,46.3,53,46.3,43
46.4,8,46.4,9,46.4,11,46.4,18,46.4,53,46.4,43
46.5,9,46.5,9,46.5,11,46.5,18,46.5,53,46.5,43
46.6,8,46.6,9,46.6,11,46.6,18,46.6,53,46.6,43
46.7,8,46.7,9,46.7,11,46.7,18,46.7,53,46.7,43
46.8,9,46.8,9,46.8,11,46.8,18,46.8,53,46.8,43
46.9,8,46.9,9,46.9,11,46.9,18,46.9,53,46.9,43
47,8,47,9,47,11,47,18,47,53,47,43
47.1,9,47.1,10,47.1,11,47.1,18,47.1,53,47.1,43
47.2,8,47.2,9,47.2,11,47.2,18,47.2,53,47.2,43
47.3,9,47.3,9,47.3,11,47.3,18,47.3,53,47.3,43
47.4,9,47.4,9,47.4,11,47.4,18,47.4,53,47.4,43
47.5,8,47.5,10,47.5,11,47.5,18,47.5,53,47.5,43
47.6,8,47.6,9,47.6,11,47.6,18,47.6,53,47.6,43
47.7,9,47.7,9,47.7,11,47.7,18,47.7,53,47.7,43
47.8,9,47.8,9,47.8,11,47.8,18,47.8,53,47.8,43
47.9,8,47.9,10,47.9,11,47.9,18,47.9,53,47.9,43
48,8,48,9,48,10,48,18,48,53,48,43
48.1,9,48.1,9,48.1,11,48.1,18,48.1,53,48.1,43
48.2,8,48.2,9,48.2,11,48.2,18,48.2,53,48.2,42
48.3,9,48.3,9,48.3,11,48.3,18,48.3,53,48.3,43
48.4,8,48.4,9,48.4,11,48.4,18,48.4,52,48.4,43
48.5,9,48.5,9,48.5,11,48.5,18,48.5,53,48.5,42
48.6,9,48.6,9,48.6,11,48.6,18,48.6,53,48.6,42
48.7,9,48.7,9,48.7,11,48.7,18,48.7,53,48.7,43
48.8,9,48.8,9,48.8,11,48.8,18,48.8,52,48.8,43
48.9,9,48.9,9,48.9,11,48.9,18,48.9,53,48.9,43
49,9,49,10,49,11,49,18,49,53,49,43
49.1,8,49.1,9,49.1,11,49.1,18,49.1,52,49.1,43
49.2,9,49.2,9,49.2,11,49.2,18,49.2,52,49.2,43
49.3,8,49.3,9,49.3,11,49.3,18,49.3,53,49.3,43
49.4,8,49.4,9,49.4,11,49.4,18,49.4,52,49.4,43
49.5,9,49.5,9,49.5,11,49.5,18,49.5,53,49.5,43
49.6,9,49.6,9,49.6,11,49.6,18,49.6,52,49.6,43
49.7,8,49.7,9,49.7,11,49.7,17,49.7,52,49.7,43
49.8,9,49.8,9,49.8,11,49.8,18,49.8,52,49.8,43
49.9,9,49.9,9,49.9,11,49.9,18,49.9,52,49.9,43
50,8,50,9,50,11,50,18,50,52,50,43
50.1,9,50.1,9,50.1,11,50.1,18,50.1,52,50.1,43
50.2,8,50.2,9,50.2,11,50.2,18,50.2,52,50.2,42
50.3,8,50.3,9,50.3,11,50.3,18,50.3,53,50.3,43
50.4,8,50.4,9,50.4,10,50.4,18,50.4,52,50.4,43
50.5,8,50.5,9,50.5,11,50.5,18,50.5,52,50.5,42
50.6,8,50.6,9,50.6,11,50.6,17,50.6,52,50.6,43
50.7,8,50.7,9,50.7,11,50.7,17,50.7,52,50.7,42
50.8,9,50.8,9,50.8,10,50.8,18,50.8,52,50.8,43
50.9,8,50.9,9,50.9,11,50.9,18,50.9,52,50.9,43
51,8,51,9,51,10,51,18,51,52,51,43
51.1,8,51.1,9,51.1,11,51.1,18,51.1,52,51.1,42
51.2,8,51.2,9,51.2,10,51.2,17,51.2,52,51.2,43
51.3,8,51.3,9,51.3,11,51.3,18,51.3,52,51.3,42
51.4,8,51.4,9,51.4,11,51.4,18,51.4,52,51.4,42
51.5,8,51.5,9,51.5,11,51.5,18,51.5,52,51.5,43
51.6,9,51.6,9,51.6,11,51.6,18,51.6,52,51.6,42
51.7,8,51.7,9,51.7,11,51.7,17,51.7,52,51.7,42
51.8,9,51.8,9,51.8,11,51.8,17,51.8,52,51.8,42
51.9,8,51.9,10,51.9,11,51.9,18,51.9,3,51.9,0
52,8,52,9,52,10,52,18,52,0,52,0
52.1,9,52.1,9,52.1,11,52.1,13,52.1,0,52.1,0
52.2,8,52.2,9,52.2,0,52.2,0,52.2,0,52.2,0
52.3,8,52.3,9,52.3,0,52.3,0,52.3,0,52.3,0
52.4,8,52.4,9,52.4,0,52.4,0,52.4,0,52.4,0
52.5,8,52.5,0,52.5,0,52.5,0,52.5,0,52.5,0
52.6,0,52.6,0,52.6,0,52.6,0,52.6,0,52.6,0
52.7,0,52.7,0,52.7,0,52.7,0,52.7,0,52.7,0
52.8,0,52.8,0,52.8,0,52.8,0,52.8,0,52.8,0
52.9,0,52.9,0,52.9,0,52.9,0,52.9,0,52.9,0
53,0,53,0,53,0,53,0,53,0,53,0
