"Date and Time Run #1","Time (s) Run #1","Position (m) Run #1","Force (N) Run #1","Speed (mm/min) Run #1","Date and Time Run #2","Time (s) Run #2","Position (m) Run #2","Force (N) Run #2","Speed (mm/min) Run #2","Date and Time Run #3","Time (s) Run #3","Position (m) Run #3","Force (N) Run #3","Speed (mm/min) Run #3","Date and Time Run #4","Time (s) Run #4","Position (m) Run #4","Force (N) Run #4","Speed (mm/min) Run #4","Date and Time Run #5","Time (s) Run #5","Position (m) Run #5","Force (N) Run #5","Speed (mm/min) Run #5"
03/04/2024 05:17:06 pm,8.100,0.00000,0,0.00,03/04/2024 05:17:48 pm,8.100,0.00000,6,0.00,03/04/2024 05:18:31 pm,8.100,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.100,0.00000,13,0.00,03/04/2024 05:19:59 pm,8.100,0.00000,0,0.00
03/04/2024 05:17:06 pm,8.200,0.00000,1,0.00,03/04/2024 05:17:48 pm,8.200,0.00000,1,0.00,03/04/2024 05:18:31 pm,8.200,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.200,0.00000,13,0.00,03/04/2024 05:19:59 pm,8.200,0.00000,8,0.00
03/04/2024 05:17:06 pm,8.300,0.00000,4,0.00,03/04/2024 05:17:48 pm,8.300,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.300,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.300,0.00000,13,0.00,03/04/2024 05:19:59 pm,8.300,0.00000,14,0.00
03/04/2024 05:17:06 pm,8.400,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.400,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.400,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.400,0.00000,13,0.00,03/04/2024 05:19:59 pm,8.400,0.00000,17,0.00
03/04/2024 05:17:06 pm,8.500,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.500,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.500,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.500,0.00000,13,0.00,03/04/2024 05:19:59 pm,8.500,0.00000,18,0.00
03/04/2024 05:17:06 pm,8.600,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.600,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.600,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.600,0.00000,3,0.00,03/04/2024 05:19:59 pm,8.600,0.00000,18,0.00
03/04/2024 05:17:06 pm,8.700,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.700,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.700,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.700,0.00000,0,0.00,03/04/2024 05:19:59 pm,8.700,0.00000,18,0.00
03/04/2024 05:17:06 pm,8.800,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.800,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.800,0.00000,12,0.00,03/04/2024 05:19:18 pm,8.800,0.00000,0,0.00,03/04/2024 05:19:59 pm,8.800,0.00000,17,0.00
03/04/2024 05:17:06 pm,8.900,0.00000,5,0.00,03/04/2024 05:17:48 pm,8.900,0.00000,0,0.00,03/04/2024 05:18:31 pm,8.900,0.00000,13,0.00,03/04/2024 05:19:18 pm,8.900,0.00000,0,0.00,03/04/2024 05:19:59 pm,8.900,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.000,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.000,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.000,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.000,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.000,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.100,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.100,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.100,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.100,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.100,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.200,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.200,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.200,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.200,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.200,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.300,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.300,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.300,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.300,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.300,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.400,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.400,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.400,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.400,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.400,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.500,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.500,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.500,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.500,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.500,0.00000,18,0.00
03/04/2024 05:17:07 pm,9.600,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.600,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.600,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.600,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.600,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.700,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.700,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.700,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.700,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.700,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.800,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.800,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.800,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.800,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.800,0.00000,17,0.00
03/04/2024 05:17:07 pm,9.900,0.00000,4,0.00,03/04/2024 05:17:49 pm,9.900,0.00000,0,0.00,03/04/2024 05:18:32 pm,9.900,0.00000,13,0.00,03/04/2024 05:19:19 pm,9.900,0.00000,0,0.00,03/04/2024 05:20:00 pm,9.900,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.000,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.000,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.000,0.00000,13,0.00,03/04/2024 05:19:20 pm,10.000,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.000,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.100,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.100,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.100,0.00000,13,0.00,03/04/2024 05:19:20 pm,10.100,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.100,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.200,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.200,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.200,0.00000,13,0.00,03/04/2024 05:19:20 pm,10.200,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.200,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.300,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.300,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.300,0.00000,12,0.00,03/04/2024 05:19:20 pm,10.300,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.300,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.400,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.400,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.400,0.00000,12,0.00,03/04/2024 05:19:20 pm,10.400,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.400,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.500,0.00000,4,0.00,03/04/2024 05:17:50 pm,10.500,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.500,0.00000,13,0.00,03/04/2024 05:19:20 pm,10.500,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.500,0.00000,16,0.00
03/04/2024 05:17:08 pm,10.600,0.00000,3,0.00,03/04/2024 05:17:50 pm,10.600,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.600,0.00000,12,0.00,03/04/2024 05:19:20 pm,10.600,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.600,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.700,0.00000,3,0.00,03/04/2024 05:17:50 pm,10.700,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.700,0.00000,1,0.00,03/04/2024 05:19:20 pm,10.700,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.700,0.00000,17,0.00
03/04/2024 05:17:08 pm,10.800,0.00000,3,0.00,03/04/2024 05:17:50 pm,10.800,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.800,0.00000,0,0.00,03/04/2024 05:19:20 pm,10.800,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.800,0.00000,16,0.00
03/04/2024 05:17:08 pm,10.900,0.00000,3,0.00,03/04/2024 05:17:50 pm,10.900,0.00000,0,0.00,03/04/2024 05:18:33 pm,10.900,0.00000,0,0.00,03/04/2024 05:19:20 pm,10.900,0.00000,0,0.00,03/04/2024 05:20:01 pm,10.900,0.00000,15,0.00
03/04/2024 05:17:09 pm,11.000,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.000,0.00000,0,0.00,03/04/2024 05:18:34 pm,11.000,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.000,0.00000,0,0.00,03/04/2024 05:20:02 pm,11.000,0.00000,14,0.00
03/04/2024 05:17:09 pm,11.100,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.100,0.00000,0,0.00,03/04/2024 05:18:34 pm,11.100,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.100,0.00000,0,0.00,03/04/2024 05:20:02 pm,11.100,0.00000,15,0.00
03/04/2024 05:17:09 pm,11.200,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.200,0.00000,0,0.00,03/04/2024 05:18:34 pm,11.200,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.200,0.00000,0,0.00,03/04/2024 05:20:02 pm,11.200,0.00000,15,0.00
03/04/2024 05:17:09 pm,11.300,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.300,0.00000,5,0.00,03/04/2024 05:18:34 pm,11.300,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.300,0.00000,1,0.00,03/04/2024 05:20:02 pm,11.300,0.00000,13,0.00
03/04/2024 05:17:09 pm,11.400,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.400,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.400,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.400,0.00000,0,0.00,03/04/2024 05:20:02 pm,11.400,0.00000,11,0.00
03/04/2024 05:17:09 pm,11.500,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.500,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.500,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.500,0.00000,0,0.00,03/04/2024 05:20:02 pm,11.500,0.00000,16,0.00
03/04/2024 05:17:09 pm,11.600,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.600,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.600,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.600,0.00000,1,0.00,03/04/2024 05:20:02 pm,11.600,0.00000,17,0.00
03/04/2024 05:17:09 pm,11.700,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.700,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.700,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.700,0.00000,8,0.00,03/04/2024 05:20:02 pm,11.700,0.00000,17,0.00
03/04/2024 05:17:09 pm,11.800,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.800,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.800,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.800,0.00000,13,0.00,03/04/2024 05:20:02 pm,11.800,0.00000,17,0.00
03/04/2024 05:17:09 pm,11.900,0.00000,3,0.00,03/04/2024 05:17:51 pm,11.900,0.00000,7,0.00,03/04/2024 05:18:34 pm,11.900,0.00000,0,0.00,03/04/2024 05:19:21 pm,11.900,0.00000,14,0.00,03/04/2024 05:20:02 pm,11.900,0.00000,17,0.00
03/04/2024 05:17:10 pm,12.000,0.00000,3,0.00,03/04/2024 05:17:52 pm,12.000,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.000,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.000,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.000,0.00000,17,0.00
03/04/2024 05:17:10 pm,12.100,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.100,0.00000,6,0.00,03/04/2024 05:18:35 pm,12.100,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.100,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.100,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.200,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.200,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.200,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.200,0.00000,14,0.00,03/04/2024 05:20:03 pm,12.200,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.300,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.300,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.300,0.00000,1,0.00,03/04/2024 05:19:22 pm,12.300,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.300,0.00000,-1,0.00
03/04/2024 05:17:10 pm,12.400,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.400,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.400,0.00000,1,0.00,03/04/2024 05:19:22 pm,12.400,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.400,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.500,0.00000,0,0.00,03/04/2024 05:17:52 pm,12.500,0.00000,6,0.00,03/04/2024 05:18:35 pm,12.500,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.500,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.500,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.600,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.600,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.600,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.600,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.600,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.700,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.700,0.00000,7,0.00,03/04/2024 05:18:35 pm,12.700,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.700,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.700,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.800,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.800,0.00000,6,0.00,03/04/2024 05:18:35 pm,12.800,0.00000,0,0.00,03/04/2024 05:19:22 pm,12.800,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.800,0.00000,0,0.00
03/04/2024 05:17:10 pm,12.900,0.00000,-1,0.00,03/04/2024 05:17:52 pm,12.900,0.00000,6,0.00,03/04/2024 05:18:35 pm,12.900,0.00000,1,0.00,03/04/2024 05:19:22 pm,12.900,0.00000,13,0.00,03/04/2024 05:20:03 pm,12.900,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.000,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.000,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.000,0.00000,0,0.00,03/04/2024 05:19:23 pm,13.000,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.000,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.100,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.100,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.100,0.00000,1,0.00,03/04/2024 05:19:23 pm,13.100,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.100,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.200,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.200,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.200,0.00000,1,0.00,03/04/2024 05:19:23 pm,13.200,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.200,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.300,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.300,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.300,0.00000,0,0.00,03/04/2024 05:19:23 pm,13.300,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.300,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.400,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.400,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.400,0.00000,0,0.00,03/04/2024 05:19:23 pm,13.400,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.400,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.500,0.00000,0,0.00,03/04/2024 05:17:53 pm,13.500,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.500,0.00000,0,0.00,03/04/2024 05:19:23 pm,13.500,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.500,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.600,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.600,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.600,0.00000,0,0.00,03/04/2024 05:19:23 pm,13.600,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.600,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.700,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.700,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.700,0.00000,1,0.00,03/04/2024 05:19:23 pm,13.700,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.700,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.800,0.00000,-1,0.00,03/04/2024 05:17:53 pm,13.800,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.800,0.00000,7,0.00,03/04/2024 05:19:23 pm,13.800,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.800,0.00000,0,0.00
03/04/2024 05:17:11 pm,13.900,0.00000,0,0.00,03/04/2024 05:17:53 pm,13.900,0.00000,6,0.00,03/04/2024 05:18:36 pm,13.900,0.00000,11,0.00,03/04/2024 05:19:23 pm,13.900,0.00000,13,0.00,03/04/2024 05:20:04 pm,13.900,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.000,0.00000,0,0.00,03/04/2024 05:17:54 pm,14.000,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.000,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.000,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.000,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.100,0.00000,0,0.00,03/04/2024 05:17:54 pm,14.100,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.100,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.100,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.100,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.200,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.200,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.200,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.200,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.200,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.300,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.300,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.300,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.300,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.300,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.400,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.400,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.400,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.400,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.400,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.500,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.500,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.500,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.500,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.500,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.600,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.600,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.600,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.600,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.600,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.700,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.700,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.700,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.700,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.700,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.800,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.800,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.800,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.800,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.800,0.00000,0,0.00
03/04/2024 05:17:12 pm,14.900,0.00000,-1,0.00,03/04/2024 05:17:54 pm,14.900,0.00000,6,0.00,03/04/2024 05:18:37 pm,14.900,0.00000,13,0.00,03/04/2024 05:19:24 pm,14.900,0.00000,13,0.00,03/04/2024 05:20:05 pm,14.900,0.00000,0,0.00
03/04/2024 05:17:13 pm,15.000,0.00000,-1,0.00,03/04/2024 05:17:55 pm,15.000,0.00000,6,0.00,03/04/2024 05:18:38 pm,15.000,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.000,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.000,0.00000,0,0.00
03/04/2024 05:17:13 pm,15.100,0.00000,0,0.00,03/04/2024 05:17:55 pm,15.100,0.00000,6,0.00,03/04/2024 05:18:38 pm,15.100,0.00000,13,0.00,03/04/2024 05:19:25 pm,15.100,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.100,0.00000,0,0.00
03/04/2024 05:17:13 pm,15.200,0.00000,1,0.00,03/04/2024 05:17:55 pm,15.200,0.00000,1,0.00,03/04/2024 05:18:38 pm,15.200,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.200,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.200,0.00000,9,0.00
03/04/2024 05:17:13 pm,15.300,0.00000,4,0.00,03/04/2024 05:17:55 pm,15.300,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.300,0.00000,13,0.00,03/04/2024 05:19:25 pm,15.300,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.300,0.00000,14,0.00
03/04/2024 05:17:13 pm,15.400,0.00000,4,0.00,03/04/2024 05:17:55 pm,15.400,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.400,0.00000,13,0.00,03/04/2024 05:19:25 pm,15.400,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.400,0.00000,17,0.00
03/04/2024 05:17:13 pm,15.500,0.00000,4,0.00,03/04/2024 05:17:55 pm,15.500,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.500,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.500,0.00000,13,0.00,03/04/2024 05:20:06 pm,15.500,0.00000,18,0.00
03/04/2024 05:17:13 pm,15.600,0.00000,3,0.00,03/04/2024 05:17:55 pm,15.600,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.600,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.600,0.00000,3,0.00,03/04/2024 05:20:06 pm,15.600,0.00000,17,0.00
03/04/2024 05:17:13 pm,15.700,0.00000,4,0.00,03/04/2024 05:17:55 pm,15.700,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.700,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.700,0.00000,0,0.00,03/04/2024 05:20:06 pm,15.700,0.00000,17,0.00
03/04/2024 05:17:13 pm,15.800,0.00000,4,0.00,03/04/2024 05:17:55 pm,15.800,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.800,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.800,0.00000,0,0.00,03/04/2024 05:20:06 pm,15.800,0.00000,17,0.00
03/04/2024 05:17:13 pm,15.900,0.00000,3,0.00,03/04/2024 05:17:55 pm,15.900,0.00000,0,0.00,03/04/2024 05:18:38 pm,15.900,0.00000,12,0.00,03/04/2024 05:19:25 pm,15.900,0.00000,0,0.00,03/04/2024 05:20:06 pm,15.900,0.00000,16,0.00
03/04/2024 05:17:14 pm,16.000,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.000,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.000,0.00000,13,0.00,03/04/2024 05:19:26 pm,16.000,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.000,0.00000,16,0.00
03/04/2024 05:17:14 pm,16.100,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.100,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.100,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.100,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.100,0.00000,17,0.00
03/04/2024 05:17:14 pm,16.200,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.200,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.200,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.200,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.200,0.00000,17,0.00
03/04/2024 05:17:14 pm,16.300,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.300,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.300,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.300,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.300,0.00000,17,0.00
03/04/2024 05:17:14 pm,16.400,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.400,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.400,0.00000,13,0.00,03/04/2024 05:19:26 pm,16.400,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.400,0.00000,16,0.00
03/04/2024 05:17:14 pm,16.500,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.500,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.500,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.500,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.500,0.00000,17,0.00
03/04/2024 05:17:14 pm,16.600,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.600,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.600,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.600,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.600,0.00000,15,0.00
03/04/2024 05:17:14 pm,16.700,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.700,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.700,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.700,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.700,0.00000,15,0.00
03/04/2024 05:17:14 pm,16.800,0.00000,3,0.00,03/04/2024 05:17:56 pm,16.800,0.00000,0,0.00,03/04/2024 05:18:39 pm,16.800,0.00000,12,0.00,03/04/2024 05:19:26 pm,16.800,0.00000,0,0.00,03/04/2024 05:20:07 pm,16.800,0.00000,14,0.00
