"Date and Time Run #1","Time (s) Run #1","Position (m) Run #1","Force (N) Run #1","Speed (mm/min) Run #1","Date and Time Run #2","Time (s) Run #2","Position (m) Run #2","Force (N) Run #2","Speed (mm/min) Run #2","Date and Time Run #3","Time (s) Run #3","Position (m) Run #3","Force (N) Run #3","Speed (mm/min) Run #3","Date and Time Run #4","Time (s) Run #4","Position (m) Run #4","Force (N) Run #4","Speed (mm/min) Run #4","Date and Time Run #5","Time (s) Run #5","Position (m) Run #5","Force (N) Run #5","Speed (mm/min) Run #5"
03/04/2024 05:16:59 pm,1.800,0.00000,4,0.00,03/04/2024 05:17:41 pm,1.800,0.00000,0,0.00,03/04/2024 05:18:24 pm,1.800,0.00000,0,0.00,03/04/2024 05:19:11 pm,1.800,0.00000,0,0.00,03/04/2024 05:19:52 pm,1.800,0.00000,0,0.00
03/04/2024 05:16:59 pm,1.900,0.00000,4,0.00,03/04/2024 05:17:41 pm,1.900,0.00000,1,0.00,03/04/2024 05:18:24 pm,1.900,0.00000,0,0.00,03/04/2024 05:19:11 pm,1.900,0.00000,0,0.00,03/04/2024 05:19:52 pm,1.900,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.000,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.000,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.000,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.000,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.000,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.100,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.100,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.100,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.100,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.100,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.200,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.200,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.200,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.200,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.200,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.300,0.00000,4,0.00,03/04/2024 05:17:42 pm,2.300,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.300,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.300,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.300,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.400,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.400,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.400,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.400,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.400,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.500,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.500,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.500,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.500,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.500,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.600,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.600,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.600,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.600,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.600,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.700,0.00000,3,0.00,03/04/2024 05:17:42 pm,2.700,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.700,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.700,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.700,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.800,0.00000,4,0.00,03/04/2024 05:17:42 pm,2.800,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.800,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.800,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.800,0.00000,0,0.00
03/04/2024 05:17:00 pm,2.900,0.00000,4,0.00,03/04/2024 05:17:42 pm,2.900,0.00000,0,0.00,03/04/2024 05:18:25 pm,2.900,0.00000,0,0.00,03/04/2024 05:19:12 pm,2.900,0.00000,0,0.00,03/04/2024 05:19:53 pm,2.900,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.000,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.000,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.000,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.000,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.000,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.100,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.100,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.100,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.100,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.100,0.00000,-1,0.00
03/04/2024 05:17:01 pm,3.200,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.200,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.200,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.200,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.200,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.300,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.300,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.300,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.300,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.300,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.400,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.400,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.400,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.400,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.400,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.500,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.500,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.500,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.500,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.500,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.600,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.600,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.600,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.600,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.600,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.700,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.700,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.700,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.700,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.700,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.800,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.800,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.800,0.00000,1,0.00,03/04/2024 05:19:13 pm,3.800,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.800,0.00000,0,0.00
03/04/2024 05:17:01 pm,3.900,0.00000,3,0.00,03/04/2024 05:17:43 pm,3.900,0.00000,0,0.00,03/04/2024 05:18:26 pm,3.900,0.00000,0,0.00,03/04/2024 05:19:13 pm,3.900,0.00000,0,0.00,03/04/2024 05:19:54 pm,3.900,0.00000,0,0.00
03/04/2024 05:17:02 pm,4.000,0.00000,3,0.00,03/04/2024 05:17:44 pm,4.000,0.00000,0,0.00,03/04/2024 05:18:27 pm,4.000,0.00000,0,0.00,03/04/2024 05:19:14 pm,4.000,0.00000,0,0.00,03/04/2024 05:19:55 pm,4.000,0.00000,0,0.00
