SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Test1,1-Stretch,9.933,53.839,0,0.045
Test1,1-Stretch,10.000,53.839,0,-0.019
Test1,1-Stretch,10.067,53.839,0,-0.041
Test1,1-Stretch,10.133,53.839,0,0.002
Test1,1-Stretch,10.200,53.839,0,0.045
Test1,1-Stretch,10.267,53.839,0,0.045
Test1,1-Stretch,10.333,53.839,0,-0.041
Test1,1-Stretch,10.400,53.839,0,-2.550
Test1,1-Stretch,10.467,53.839,0,-5.897
Test1,1-Stretch,10.533,53.839,0,-6.261
Test1,1-Stretch,10.600,53.839,0,-6.154
Test1,1-Stretch,10.667,53.839,0,-6.261
Test1,1-Stretch,10.733,53.839,0,-6.261
Test1,1-Stretch,10.800,53.839,0,-6.240
Test1,1-Stretch,10.867,53.839,0,-6.283
Test1,1-Stretch,10.933,53.839,0,-6.240
Test1,1-Stretch,11.000,53.839,0,-6.154
Test1,1-Stretch,11.067,53.839,0,-6.111
Test1,1-Stretch,11.133,53.839,0,-6.111
Test1,1-Stretch,11.200,53.839,0,-6.111
Test1,1-Stretch,11.267,53.839,0,-6.090
Test1,1-Stretch,11.333,53.839,0,-6.090
Test1,1-Stretch,11.400,53.839,0,-6.068
Test1,1-Stretch,11.467,53.839,0,-6.090
Test1,1-Stretch,11.533,53.839,0,-6.090
Test1,1-Stretch,11.600,53.839,0,-5.983
Test1,1-Stretch,11.667,53.839,0,-5.940
Test1,1-Stretch,11.733,53.839,0,-5.940
Test1,1-Stretch,11.800,53.839,0,-5.940
Test1,1-Stretch,11.867,53.839,0,-5.940
Test1,1-Stretch,11.933,53.839,0,-5.918
Test1,1-Stretch,12.000,53.839,0,-5.875
Test1,1-Stretch,12.067,53.839,0,-5.897
Test1,1-Stretch,12.133,53.839,0,-5.918
Test1,1-Stretch,12.200,53.839,0,-5.811
Test1,1-Stretch,12.267,53.839,0,-5.811
Test1,1-Stretch,12.333,53.839,0,-5.768
Test1,1-Stretch,12.400,53.839,0,-5.768
Test1,1-Stretch,12.467,53.839,0,-5.768
Test1,1-Stretch,12.533,53.839,0,-5.768
Test1,1-Stretch,12.600,53.839,0,-5.768
Test1,1-Stretch,12.667,53.839,0,-5.768
Test1,1-Stretch,12.733,53.839,0,-5.661
Test1,1-Stretch,12.800,53.839,0,-5.618
Test1,1-Stretch,12.867,53.839,0,-5.639
Test1,1-Stretch,12.933,53.839,0,-5.704
Test1,1-Stretch,13.000,53.839,0,-5.639
Test1,1-Stretch,13.067,53.839,0,-5.596
Test1,1-Stretch,13.133,53.839,0,-5.596
Test1,1-Stretch,13.200,53.839,0,-5.553
Test1,1-Stretch,13.267,53.839,0,-5.532
Test1,1-Stretch,13.333,53.839,0,-5.489
Test1,1-Stretch,13.400,53.839,0,-5.446
Test1,1-Stretch,13.467,53.839,0,-5.425
Test1,1-Stretch,13.533,53.839,0,-5.468
Test1,1-Stretch,13.600,53.839,0,-5.468
Test1,1-Stretch,13.667,53.839,0,-5.468
Test1,1-Stretch,13.733,53.839,0,-5.425
Test1,1-Stretch,13.800,53.839,0,-5.425
Test1,1-Stretch,13.867,53.839,0,-5.425
Test1,1-Stretch,13.933,53.839,0,-5.425
Test1,1-Stretch,14.000,53.839,0,-5.403
Test1,1-Stretch,14.067,53.839,0,-5.425
Test1,1-Stretch,14.133,53.839,0,-5.382
Test1,1-Stretch,14.200,53.839,0,-5.253
Test1,1-Stretch,14.267,53.839,0,-5.253
Test1,1-Stretch,14.333,53.839,0,-5.253
Test1,1-Stretch,14.400,53.839,0,-5.253
Test1,1-Stretch,14.467,53.839,0,-5.210
Test1,1-Stretch,14.533,53.839,0,-5.124
Test1,1-Stretch,14.600,53.839,0,-5.082
Test1,1-Stretch,14.667,53.839,0,-5.082
Test1,1-Stretch,14.733,53.839,0,-5.082
Test1,1-Stretch,14.800,53.839,0,-5.060
Test1,1-Stretch,14.867,53.839,0,-4.996
Test1,1-Stretch,14.933,53.839,0,-4.931
Test1,1-Stretch,15.000,53.839,0,-4.931
Test1,1-Stretch,15.067,53.839,0,-4.910
Test1,1-Stretch,15.133,53.839,0,-4.910
Test1,1-Stretch,15.200,53.839,0,-4.910
Test1,1-Stretch,15.267,53.839,0,-4.803
Test1,1-Stretch,15.333,53.839,0,-4.760
Test1,1-Stretch,15.400,53.839,0,-4.738
Test1,1-Stretch,15.467,53.839,0,-4.738
Test1,1-Stretch,15.533,53.839,0,-4.674
Test1,1-Stretch,15.600,53.839,0,-4.653
Test1,1-Stretch,15.667,53.839,0,-4.631
Test1,1-Stretch,15.733,53.839,0,-4.567
Test1,1-Stretch,15.800,53.839,0,-4.567
Test1,1-Stretch,15.867,53.839,0,-4.567
Test1,1-Stretch,15.933,53.839,0,-4.567
Test1,1-Stretch,16.000,53.839,0,-4.567
Test1,1-Stretch,16.067,53.839,0,-4.567
Test1,1-Stretch,16.133,53.839,0,-4.567
Test1,1-Stretch,16.200,53.839,0,-4.567
Test1,1-Stretch,16.267,53.839,0,-4.567
Test1,1-Stretch,16.333,53.839,0,-4.567
Test1,1-Stretch,16.400,53.839,0,-4.567
Test1,1-Stretch,16.467,53.839,0,-4.567
Test1,1-Stretch,16.533,53.839,0,-4.567
Test1,1-Stretch,16.600,53.839,0,-4.567
Test1,1-Stretch,16.667,53.839,0,-4.567
Test1,1-Stretch,16.733,53.839,0,-4.545
Test1,1-Stretch,16.800,53.839,0,-4.567
Test1,1-Stretch,16.867,53.839,0,-4.567
Test1,1-Stretch,16.933,53.839,0,-4.567
Test1,1-Stretch,17.000,53.839,0,-4.545
Test1,1-Stretch,17.067,53.839,0,-4.545
Test1,1-Stretch,17.133,53.839,0,-4.567
Test1,1-Stretch,17.200,53.839,0,-4.567
Test1,1-Stretch,17.267,53.839,0,-4.567
Test1,1-Stretch,17.333,53.839,0,-4.545
Test1,1-Stretch,17.400,53.839,0,-4.545
Test1,1-Stretch,17.467,53.839,0,-4.545
Test1,1-Stretch,17.533,53.839,0,-4.567
Test1,1-Stretch,17.600,53.839,0,-4.567
Test1,1-Stretch,17.667,53.839,0,-4.524
Test1,1-Stretch,17.733,53.839,0,-4.524
Test1,1-Stretch,17.800,53.839,0,-4.524
Test1,1-Stretch,17.867,53.839,0,-4.545
Test1,1-Stretch,17.933,53.839,0,-4.567
Test1,1-Stretch,18.000,53.839,0,-4.524
Test1,1-Stretch,18.067,53.839,0,-4.502
Test1,1-Stretch,18.133,53.839,0,-4.524
Test1,1-Stretch,18.200,53.839,0,-4.545
Test1,1-Stretch,18.267,53.839,0,-4.567
Test1,1-Stretch,18.333,53.839,0,-4.524
Test1,1-Stretch,18.400,53.839,0,-4.481
Test1,1-Stretch,18.467,53.839,0,-4.524
Test1,1-Stretch,18.533,53.839,0,-4.567
Test1,1-Stretch,18.600,53.839,0,-4.545
Test1,1-Stretch,18.667,53.839,0,-4.502
Test1,1-Stretch,18.733,53.839,0,-4.502
Test1,1-Stretch,18.800,53.839,0,-4.524
Test1,1-Stretch,18.867,53.839,0,-4.567
Test1,1-Stretch,18.933,53.839,0,-4.524
Test1,1-Stretch,19.000,53.839,0,-4.481
Test1,1-Stretch,19.067,53.839,0,-4.502
Test1,1-Stretch,19.133,53.839,0,-4.545
Test1,1-Stretch,19.200,53.839,0,-4.567
Test1,1-Stretch,19.267,53.839,0,-4.524
Test1,1-Stretch,19.333,53.839,0,-4.481
Test1,1-Stretch,19.400,53.839,0,-4.502
Test1,1-Stretch,19.467,53.839,0,-4.524
Test1,1-Stretch,19.533,53.839,0,-4.567
Test1,1-Stretch,19.600,53.839,0,-4.502
Test1,1-Stretch,19.667,53.839,0,-4.481
Test1,1-Stretch,19.733,53.839,0,-4.438
Test1,1-Stretch,19.800,53.839,0,-4.395
Test1,1-Stretch,19.867,53.839,0,-4.417
Test1,1-Stretch,19.933,53.839,0,-4.438
Test1,1-Stretch,20.000,53.839,0,-4.417
Test1,1-Hold,20.020,53.839,0,-4.438
Test1,1-Hold,20.087,53.839,0,-4.395
Test1,1-Hold,20.153,53.839,0,-4.395
Test1,1-Hold,20.220,53.839,0,-4.417
Test1,1-Hold,20.287,53.839,0,-4.395
Test1,1-Hold,20.353,53.839,0,-4.417
Test1,1-Hold,20.420,53.839,0,-4.395
Test1,1-Hold,20.487,53.839,0,-4.395
Test1,1-Hold,20.553,53.839,0,-4.395
Test1,1-Hold,20.620,53.839,0,-4.395
Test1,1-Hold,20.687,53.839,0,-4.395
Test1,1-Hold,20.753,53.839,0,-4.395
Test1,1-Hold,20.820,53.839,0,-4.395
Test1,1-Hold,20.887,53.839,0,-2.014
Test1,1-Hold,20.953,53.839,0,0.152
Test1,1-Hold,21.020,53.839,0,0.088
Test1,1-Hold,21.087,53.839,0,0.066
Test1,1-Hold,21.153,53.839,0,0.066
Test1,1-Hold,21.220,53.839,0,0.088
Test1,1-Hold,21.287,53.839,0,0.066
Test1,1-Hold,21.353,53.839,0,0.066
Test1,1-Hold,21.420,53.839,0,0.066
Test1,1-Hold,21.487,53.839,0,0.066
Test1,1-Hold,21.553,53.839,0,0.002
Test1,1-Hold,21.620,53.839,0,-0.019
Test1,1-Hold,21.687,53.839,0,0.024
Test1,1-Hold,21.753,53.839,0,0.045
Test1,1-Hold,21.820,53.839,0,0.045
Test1,1-Hold,21.887,53.839,0,-0.019
Test1,1-Hold,21.953,53.839,0,-0.019
Test1,1-Hold,22.020,53.839,0,0.024
Test1,1-Hold,22.087,53.839,0,0.045
Test1,1-Hold,22.153,53.839,0,0.002
Test1,1-Hold,22.220,53.839,0,-0.041
Test1,1-Hold,22.287,53.839,0,0.002
Test1,1-Hold,22.353,53.839,0,0.024
Test1,1-Hold,22.420,53.839,0,0.066
Test1,1-Hold,22.487,53.839,0,0.024
Test1,1-Hold,22.553,53.839,0,-0.041
Test1,1-Hold,22.620,53.839,0,0.002
Test1,1-Hold,22.687,53.839,0,0.045
Test1,1-Hold,22.753,53.839,0,0.045
Test1,1-Hold,22.820,53.839,0,-0.019
Test1,1-Hold,22.887,53.839,0,-0.019
Test1,1-Hold,22.953,53.839,0,-1.242
Test1,1-Hold,23.020,53.839,0,-5.532
Test1,1-Hold,23.087,53.839,0,-8.986
Test1,1-Hold,23.153,53.839,0,-10.959
Test1,1-Hold,23.220,53.839,0,-11.173
Test1,1-Hold,23.287,53.839,0,-10.959
Test1,1-Hold,23.353,53.839,0,-10.938
Test1,1-Hold,23.420,53.839,0,-10.916
Test1,1-Hold,23.487,53.839,0,-10.916
Test1,1-Hold,23.553,53.839,0,-10.959
Test1,1-Hold,23.620,53.839,0,-10.980
Test1,1-Hold,23.687,53.839,0,-10.916
Test1,1-Hold,23.753,53.839,0,-10.916
Test1,1-Hold,23.820,53.839,0,-10.916
Test1,1-Hold,23.887,53.839,0,-10.916
Test1,1-Hold,23.953,53.839,0,-10.916
Test1,1-Hold,24.020,53.839,0,-10.916
Test1,1-Hold,24.087,53.839,0,-10.852
Test1,1-Hold,24.153,53.839,0,-10.830
Test1,1-Hold,24.220,53.839,0,-10.830
Test1,1-Hold,24.287,53.839,0,-10.809
Test1,1-Hold,24.353,53.839,0,-10.744
Test1,1-Hold,24.420,53.839,0,-10.744
Test1,1-Hold,24.487,53.839,0,-10.744
Test1,1-Hold,24.553,53.839,0,-10.744
Test1,1-Hold,24.620,53.839,0,-10.744
Test1,1-Hold,24.687,53.839,0,-10.723
Test1,1-Hold,24.753,53.839,0,-10.680
Test1,1-Hold,24.820,53.839,0,-10.659
Test1,1-Hold,24.887,53.839,0,-10.680
Test1,1-Hold,24.953,53.839,0,-10.659
Test1,1-Hold,25.020,53.839,0,-10.616
Test1,1-Hold,25.087,53.839,0,-10.594
Test1,1-Hold,25.153,53.839,0,-10.573
Test1,1-Hold,25.220,53.839,0,-10.573
Test1,1-Hold,25.287,53.839,0,-10.573
Test1,1-Hold,25.353,53.839,0,-10.551
Test1,1-Hold,25.420,53.839,0,-10.509
Test1,1-Hold,25.487,53.839,0,-10.530
Test1,1-Hold,25.553,53.839,0,-10.573
Test1,1-Hold,25.620,53.839,0,-10.509
Test1,1-Hold,25.687,53.839,0,-10.466
Test1,1-Hold,25.753,53.839,0,-10.487
Test1,1-Hold,25.820,53.839,0,-10.466
Test1,1-Hold,25.887,53.839,0,-10.423
Test1,1-Hold,25.953,53.839,0,-10.423
Test1,1-Hold,26.020,53.839,0,-10.444
Test1,1-Hold,26.087,53.839,0,-10.401
Test1,1-Hold,26.153,53.839,0,-10.401
Test1,1-Hold,26.220,53.839,0,-10.380
Test1,1-Hold,26.287,53.839,0,-10.315
Test1,1-Hold,26.353,53.839,0,-10.315
Test1,1-Hold,26.420,53.839,0,-10.315
Test1,1-Hold,26.487,53.839,0,-10.273
Test1,1-Hold,26.553,53.839,0,-10.251
Test1,1-Hold,26.620,53.839,0,-10.251
Test1,1-Hold,26.687,53.839,0,-10.251
Test1,1-Hold,26.753,53.839,0,-10.230
Test1,1-Hold,26.820,53.839,0,-10.208
Test1,1-Hold,26.887,53.839,0,-10.187
Test1,1-Hold,26.953,53.839,0,-10.165
Test1,1-Hold,27.020,53.839,0,-10.208
Test1,1-Hold,27.087,53.839,0,-10.187
Test1,1-Hold,27.153,53.839,0,-10.187
Test1,1-Hold,27.220,53.839,0,-10.144
Test1,1-Hold,27.287,53.839,0,-10.165
Test1,1-Hold,27.353,53.839,0,-10.165
Test1,1-Hold,27.420,53.839,0,-10.165
Test1,1-Hold,27.487,53.839,0,-10.208
Test1,1-Hold,27.553,53.839,0,-10.230
Test1,1-Hold,27.620,53.839,0,-10.122
Test1,1-Hold,27.687,53.839,0,-10.080
Test1,1-Hold,27.753,53.839,0,-10.058
Test1,1-Hold,27.820,53.839,0,-10.058
Test1,1-Hold,27.887,53.839,0,-10.058
Test1,1-Hold,27.953,53.839,0,-10.015
Test1,1-Hold,28.020,53.839,0,-9.994
Test1,1-Hold,28.087,53.839,0,-10.037
Test1,1-Hold,28.153,53.839,0,-10.058
Test1,1-Hold,28.220,53.839,0,-9.929
Test1,1-Hold,28.287,53.839,0,-9.908
Test1,1-Hold,28.353,53.839,0,-9.886
Test1,1-Hold,28.420,53.839,0,-9.886
Test1,1-Hold,28.487,53.839,0,-9.886
Test1,1-Hold,28.553,53.839,0,-9.844
Test1,1-Hold,28.620,53.839,0,-9.801
Test1,1-Hold,28.687,53.839,0,-9.822
Test1,1-Hold,28.753,53.839,0,-9.801
Test1,1-Hold,28.820,53.839,0,-9.736
Test1,1-Hold,28.887,53.839,0,-9.758
Test1,1-Hold,28.953,53.839,0,-9.715
Test1,1-Hold,29.020,53.839,0,-9.736
Test1,1-Hold,29.087,53.839,0,-9.736
Test1,1-Hold,29.153,53.839,0,-9.715
Test1,1-Hold,29.220,53.839,0,-9.715
Test1,1-Hold,29.287,53.839,0,-9.672
Test1,1-Hold,29.353,53.839,0,-9.608
Test1,1-Hold,29.420,53.839,0,-9.565
Test1,1-Hold,29.487,53.839,0,-9.586
Test1,1-Hold,29.553,53.839,0,-9.586
Test1,1-Hold,29.620,53.839,0,-9.543
Test1,1-Hold,29.687,53.839,0,-9.543
Test1,1-Hold,29.753,53.839,0,-9.500
Test1,1-Hold,29.820,53.839,0,-9.436
Test1,1-Hold,29.887,53.839,0,-9.479
Test1,1-Hold,29.953,53.839,0,-9.457
Test1,1-Hold,30.020,53.839,0,-9.393
Test1,1-Hold,30.087,53.839,0,-9.393
Test1,1-Hold,30.153,53.839,0,-9.372
Test1,1-Hold,30.220,53.839,0,-9.372
Test1,1-Hold,30.287,53.839,0,-9.372
Test1,1-Hold,30.353,53.839,0,-9.372
Test1,1-Hold,30.420,53.839,0,-9.372
Test1,1-Hold,30.487,53.839,0,-9.307
Test1,1-Hold,30.553,53.839,0,-9.264
Test1,1-Hold,30.620,53.839,0,-9.200
Test1,1-Hold,30.687,53.839,0,-9.200
Test1,1-Hold,30.753,53.839,0,-9.200
Test1,1-Hold,30.820,53.839,0,-9.136
Test1,1-Hold,30.887,53.839,0,-9.093
Test1,1-Hold,30.953,53.839,0,-9.028
Test1,1-Hold,31.020,53.839,0,-9.028
Test1,1-Hold,31.087,53.839,0,-9.028
Test1,1-Hold,31.153,53.839,0,-8.943
Test1,1-Hold,31.220,53.839,0,-8.900
Test1,1-Hold,31.287,53.839,0,-8.878
Test1,1-Hold,31.353,53.839,0,-8.878
Test1,1-Hold,31.420,53.839,0,-8.792
Test1,1-Hold,31.487,53.839,0,-8.707
Test1,1-Hold,31.553,53.839,0,-8.685
Test1,1-Hold,31.620,53.839,0,-8.685
Test1,1-Hold,31.687,53.839,0,-8.685
Test1,1-Hold,31.753,53.839,0,-8.685
Test1,1-Hold,31.820,53.839,0,-8.664
Test1,1-Hold,31.887,53.839,0,-8.685
Test1,1-Hold,31.953,53.839,0,-8.685
Test1,1-Hold,32.020,53.839,0,-8.621
Test1,1-Hold,32.087,53.839,0,-8.642
Test1,1-Hold,32.153,53.839,0,-8.664
Test1,1-Hold,32.220,53.839,0,-8.599
Test1,1-Hold,32.287,53.839,0,-8.557
Test1,1-Hold,32.353,53.839,0,-8.535
Test1,1-Hold,32.420,53.839,0,-8.599
Test1,1-Hold,32.487,53.839,0,-8.599
Test1,1-Hold,32.553,53.839,0,-8.578
Test1,1-Hold,32.620,53.839,0,-8.535
Test1,1-Hold,32.687,53.839,0,-8.557
Test1,1-Hold,32.753,53.839,0,-8.599
Test1,1-Hold,32.820,53.839,0,-8.599
Test1,1-Hold,32.887,53.839,0,-8.557
Test1,1-Hold,32.953,53.839,0,-8.535
Test1,1-Hold,33.020,53.839,0,-8.557
Test1,1-Hold,33.087,53.839,0,-8.621
Test1,1-Hold,33.153,53.839,0,-8.599
Test1,1-Hold,33.220,53.839,0,-8.557
Test1,1-Hold,33.287,53.839,0,-8.535
Test1,1-Hold,33.353,53.839,0,-8.578
Test1,1-Hold,33.420,53.839,0,-7.484
Test1,1-Hold,33.487,53.839,0,0.281
Test1,1-Hold,33.553,53.839,0,0.066
Test1,1-Hold,33.620,53.839,0,0.066
Test1,1-Hold,33.687,53.839,0,0.066
Test1,1-Hold,33.753,53.839,0,0.045
Test1,1-Hold,33.820,53.839,0,0.066
Test1,1-Hold,33.887,53.839,0,0.066
Test1,1-Hold,33.953,53.839,0,0.066
Test1,1-Hold,34.020,53.839,0,0.066
Test1,1-Hold,34.087,53.839,0,0.066
Test1,1-Hold,34.153,53.839,0,0.002
Test1,1-Hold,34.220,53.839,0,0.024
Test1,1-Hold,34.287,53.839,0,0.066
Test1,1-Hold,34.353,53.839,0,0.002
Test1,1-Hold,34.420,53.839,0,-0.019
Test1,1-Hold,34.487,53.839,0,0.024
Test1,1-Hold,34.553,53.839,0,0.045
Test1,1-Hold,34.620,53.839,0,0.024
Test1,1-Hold,34.687,53.839,0,-0.041
Test1,1-Hold,34.753,53.839,0,-0.019
Test1,1-Hold,34.820,53.839,0,0.024
Test1,1-Hold,34.887,53.839,0,0.045
Test1,1-Hold,34.953,53.839,0,0.045
Test1,1-Hold,35.020,53.839,0,-0.041
Test1,1-Hold,35.087,53.839,0,0.002
Test1,1-Hold,35.153,53.839,0,0.024
Test1,1-Hold,35.220,53.839,0,0.045
Test1,1-Hold,35.287,53.839,0,-0.041
Test1,1-Hold,35.353,53.839,0,-0.041
Test1,1-Hold,35.420,53.839,0,0.002
Test1,1-Hold,35.487,53.839,0,-1.285
Test1,1-Hold,35.553,53.839,0,-5.875
Test1,1-Hold,35.620,53.839,0,-10.380
Test1,1-Hold,35.687,53.839,0,-13.061
Test1,1-Hold,35.753,53.839,0,-13.040
Test1,1-Hold,35.820,53.839,0,-12.975
Test1,1-Hold,35.887,53.839,0,-12.975
Test1,1-Hold,35.953,53.839,0,-12.911
Test1,1-Hold,36.020,53.839,0,-12.868
Test1,1-Hold,36.087,53.839,0,-12.825
Test1,1-Hold,36.153,53.839,0,-12.825
Test1,1-Hold,36.220,53.839,0,-12.825
Test1,1-Hold,36.287,53.839,0,-12.890
Test1,1-Hold,36.353,53.839,0,-12.868
Test1,1-Hold,36.420,53.839,0,-12.804
Test1,1-Hold,36.487,53.839,0,-12.804
Test1,1-Hold,36.553,53.839,0,-12.804
Test1,1-Hold,36.620,53.839,0,-12.782
