SetName,Cycle,Time_S,Size_mm,Displacement_mm,Force_N
Test1,1-Hold,36.687,53.839,0,-12.696
Test1,1-Hold,36.753,53.839,0,-12.675
Test1,1-Hold,36.820,53.839,0,-12.654
Test1,1-Hold,36.887,53.839,0,-12.696
Test1,1-Hold,36.953,53.839,0,-12.739
Test1,1-Hold,37.020,53.839,0,-12.675
Test1,1-Hold,37.087,53.839,0,-12.632
Test1,1-Hold,37.153,53.839,0,-12.632
Test1,1-Hold,37.220,53.839,0,-12.654
Test1,1-Hold,37.287,53.839,0,-12.632
Test1,1-Hold,37.353,53.839,0,-12.611
Test1,1-Hold,37.420,53.839,0,-12.503
Test1,1-Hold,37.487,53.839,0,-12.503
Test1,1-Hold,37.553,53.839,0,-12.546
Test1,1-Hold,37.620,53.839,0,-12.546
Test1,1-Hold,37.687,53.839,0,-12.503
Test1,1-Hold,37.753,53.839,0,-12.482
Test1,1-Hold,37.820,53.839,0,-12.482
Test1,1-Hold,37.887,53.839,0,-12.482
Test1,1-Hold,37.953,53.839,0,-12.546
Test1,1-Hold,38.020,53.839,0,-12.589
Test1,1-Hold,38.087,53.839,0,-12.568
Test1,1-Hold,38.153,53.839,0,-12.482
Test1,1-Hold,38.220,53.839,0,-12.461
Test1,1-Hold,38.287,53.839,0,-12.461
Test1,1-Hold,38.353,53.839,0,-12.461
Test1,1-Hold,38.420,53.839,0,-12.461
Test1,1-Hold,38.487,53.839,0,-12.418
Test1,1-Hold,38.553,53.839,0,-12.375
Test1,1-Hold,38.620,53.839,0,-12.418
Test1,1-Hold,38.687,53.839,0,-12.461
Test1,1-Hold,38.753,53.839,0,-12.439
Test1,1-Hold,38.820,53.839,0,-12.332
Test1,1-Hold,38.887,53.839,0,-12.289
Test1,1-Hold,38.953,53.839,0,-12.289
Test1,1-Hold,39.020,53.839,0,-12.289
Test1,1-Hold,39.087,53.839,0,-12.289
Test1,1-Hold,39.153,53.839,0,-12.289
Test1,1-Hold,39.220,53.839,0,-12.246
Test1,1-Hold,39.287,53.839,0,-12.267
Test1,1-Hold,39.353,53.839,0,-12.289
Test1,1-Hold,39.420,53.839,0,-12.267
Test1,1-Hold,39.487,53.839,0,-12.203
Test1,1-Hold,39.553,53.839,0,-12.139
Test1,1-Hold,39.620,53.839,0,-12.117
Test1,1-Hold,39.687,53.839,0,-12.139
Test1,1-Hold,39.753,53.839,0,-12.182
Test1,1-Hold,39.820,53.839,0,-12.139
Test1,1-Hold,39.887,53.839,0,-12.117
Test1,1-Hold,39.953,53.839,0,-12.096
Test1,1-Hold,40.020,53.839,0,-12.117
Test1,1-Recover,40.030,53.839,0,-12.117
Test1,1-Recover,40.097,53.839,0,-12.074
Test1,1-Recover,40.163,53.839,0,-12.074
Test1,1-Recover,40.230,53.839,0,-12.031
Test1,1-Recover,40.297,53.839,0,-11.967
Test1,1-Recover,40.363,53.839,0,-11.967
Test1,1-Recover,40.430,53.839,0,-12.031
Test1,1-Recover,40.497,53.839,0,-12.031
Test1,1-Recover,40.563,53.839,0,-11.989
Test1,1-Recover,40.630,53.839,0,-11.946
Test1,1-Recover,40.697,53.839,0,-11.946
Test1,1-Recover,40.763,53.839,0,-11.946
Test1,1-Recover,40.830,53.839,0,-11.946
Test1,1-Recover,40.897,53.839,0,-11.860
Test1,1-Recover,40.963,53.839,0,-11.796
Test1,1-Recover,41.030,53.839,0,-11.838
Test1,1-Recover,41.097,53.839,0,-11.881
Test1,1-Recover,41.163,53.839,0,-11.838
Test1,1-Recover,41.230,53.839,0,-11.796
Test1,1-Recover,41.297,53.839,0,-11.774
Test1,1-Recover,41.363,53.839,0,-11.774
Test1,1-Recover,41.430,53.839,0,-11.774
Test1,1-Recover,41.497,53.839,0,-11.774
Test1,1-Recover,41.563,53.839,0,-11.731
Test1,1-Recover,41.630,53.839,0,-11.667
Test1,1-Recover,41.697,53.839,0,-11.731
Test1,1-Recover,41.763,53.839,0,-11.753
Test1,1-Recover,41.830,53.839,0,-11.753
Test1,1-Recover,41.897,53.839,0,-11.774
Test1,1-Recover,41.963,53.839,0,-11.753
Test1,1-Recover,42.030,53.839,0,-11.710
Test1,1-Recover,42.097,53.839,0,-11.688
Test1,1-Recover,42.163,53.839,0,-11.624
Test1,1-Recover,42.230,53.839,0,-11.602
Test1,1-Recover,42.297,53.839,0,-11.602
Test1,1-Recover,42.363,53.839,0,-11.602
Test1,1-Recover,42.430,53.839,0,-11.602
Test1,1-Recover,42.497,53.839,0,-11.581
Test1,1-Recover,42.563,53.839,0,-11.602
Test1,1-Recover,42.630,53.839,0,-11.560
Test1,1-Recover,42.697,53.839,0,-11.474
Test1,1-Recover,42.763,53.839,0,-11.431
Test1,1-Recover,42.830,53.839,0,-11.431
Test1,1-Recover,42.897,53.839,0,-11.431
Test1,1-Recover,42.963,53.839,0,-11.388
Test1,1-Recover,43.030,53.839,0,-11.367
Test1,1-Recover,43.097,53.839,0,-11.388
Test1,1-Recover,43.163,53.839,0,-11.388
Test1,1-Recover,43.230,53.839,0,-11.345
Test1,1-Recover,43.297,53.839,0,-11.324
Test1,1-Recover,43.363,53.839,0,-11.302
Test1,1-Recover,43.430,53.839,0,-11.281
Test1,1-Recover,43.497,53.839,0,-11.281
Test1,1-Recover,43.563,53.839,0,-11.259
Test1,1-Recover,43.630,53.839,0,-11.259
Test1,1-Recover,43.697,53.839,0,-11.173
Test1,1-Recover,43.763,53.839,0,-11.131
Test1,1-Recover,43.830,53.839,0,-11.109
Test1,1-Recover,43.897,53.839,0,-11.109
Test1,1-Recover,43.963,53.839,0,-11.109
Test1,1-Recover,44.030,53.839,0,-11.088
Test1,1-Recover,44.097,53.839,0,-10.980
Test1,1-Recover,44.163,53.839,0,-10.938
Test1,1-Recover,44.230,53.839,0,-10.980
Test1,1-Recover,44.297,53.839,0,-10.959
Test1,1-Recover,44.363,53.839,0,-10.938
Test1,1-Recover,44.430,53.839,0,-10.959
Test1,1-Recover,44.497,53.839,0,-10.916
Test1,1-Recover,44.563,53.839,0,-10.916
Test1,1-Recover,44.630,53.839,0,-10.916
Test1,1-Recover,44.697,53.839,0,-10.873
Test1,1-Recover,44.763,53.839,0,-10.895
Test1,1-Recover,44.830,53.839,0,-10.787
Test1,1-Recover,44.897,53.839,0,-10.744
Test1,1-Recover,44.963,53.839,0,-10.702
Test1,1-Recover,45.030,53.839,0,-10.680
Test1,1-Recover,45.097,53.839,0,-10.573
Test1,1-Recover,45.163,53.839,0,-10.594
Test1,1-Recover,45.230,53.839,0,-10.530
Test1,1-Recover,45.297,53.839,0,-10.487
Test1,1-Recover,45.363,53.839,0,-10.423
Test1,1-Recover,45.430,53.839,0,-10.401
Test1,1-Recover,45.497,53.839,0,-10.380
Test1,1-Recover,45.563,53.839,0,-10.401
Test1,1-Recover,45.630,53.839,0,-10.401
Test1,1-Recover,45.697,53.839,0,-10.401
Test1,1-Recover,45.763,53.839,0,-10.401
Test1,1-Recover,45.830,53.839,0,-10.401
Test1,1-Recover,45.897,53.839,0,-10.401
Test1,1-Recover,45.963,53.839,0,-10.358
Test1,1-Recover,46.030,53.839,0,-2.357
Test1,1-Recover,46.097,53.839,0,0.002
Test1,1-Recover,46.163,53.839,0,0.066
Test1,1-Recover,46.230,53.839,0,0.024
Test1,1-Recover,46.297,53.839,0,0.024
Test1,1-Recover,46.363,53.839,0,0.131
Test1,1-Recover,46.430,53.839,0,0.109
Test1,1-Recover,46.497,53.839,0,0.088
Test1,1-Recover,46.563,53.839,0,0.002
Test1,1-Recover,46.630,53.839,0,0.045
Test1,1-Recover,46.697,53.839,0,0.045
Test1,1-Recover,46.763,53.839,0,0.024
Test1,1-Recover,46.830,53.839,0,0.045
Test1,1-Recover,46.897,53.839,0,0.066
Test1,1-Recover,46.963,53.839,0,0.024
Test1,1-Recover,47.030,53.839,0,0.045
Test1,1-Recover,47.097,53.839,0,0.045
Test1,1-Recover,47.163,53.839,0,-0.019
Test1,1-Recover,47.230,53.839,0,-0.019
Test1,1-Recover,47.297,53.839,0,0.024
Test1,1-Recover,47.363,53.839,0,0.045
Test1,1-Recover,47.430,53.839,0,0.024
Test1,1-Recover,47.497,53.839,0,-0.019
Test1,1-Recover,47.563,53.839,0,0.002
Test1,1-Recover,47.630,53.839,0,0.024
Test1,1-Recover,47.697,53.839,0,0.045
Test1,1-Recover,47.763,53.839,0,0.024
Test1,1-Recover,47.830,53.839,0,-0.041
Test1,1-Recover,47.897,53.839,0,0.002
Test1,1-Recover,47.963,53.839,0,0.045
Test1,1-Recover,48.030,53.839,0,-0.684
Test1,1-Recover,48.097,53.839,0,-6.197
Test1,1-Recover,48.163,53.839,0,-10.916
Test1,1-Recover,48.230,53.839,0,-14.563
Test1,1-Recover,48.297,53.839,0,-17.115
Test1,1-Recover,48.363,53.839,0,-18.123
Test1,1-Recover,48.430,53.839,0,-18.316
Test1,1-Recover,48.497,53.839,0,-17.630
Test1,1-Recover,48.563,53.839,0,-17.287
Test1,1-Recover,48.630,53.839,0,-17.566
Test1,1-Recover,48.697,53.839,0,-17.823
Test1,1-Recover,48.763,53.839,0,-17.416
Test1,1-Recover,48.830,53.839,0,-17.501
Test1,1-Recover,48.897,53.839,0,-17.609
Test1,1-Recover,48.963,53.839,0,-17.480
Test1,1-Recover,49.030,53.839,0,-17.694
Test1,1-Recover,49.097,53.839,0,-17.651
Test1,1-Recover,49.163,53.839,0,-17.244
Test1,1-Recover,49.230,53.839,0,-17.437
Test1,1-Recover,49.297,53.839,0,-17.630
Test1,1-Recover,49.363,53.839,0,-17.523
Test1,1-Recover,49.430,53.839,0,-17.072
Test1,1-Recover,49.497,53.839,0,-17.373
Test1,1-Recover,49.563,53.839,0,-17.587
Test1,1-Recover,49.630,53.839,0,-17.416
Test1,1-Recover,49.697,53.839,0,-17.180
Test1,1-Recover,49.763,53.839,0,-17.330
Test1,1-Recover,49.830,53.839,0,-17.437
Test1,1-Recover,49.897,53.839,0,-17.351
Test1,1-Recover,49.963,53.839,0,-16.944
Test1,1-Recover,50.030,53.839,0,-17.158
Test1,1-Recover,50.097,53.839,0,-17.458
Test1,1-Recover,50.163,53.839,0,-17.330
Test1,1-Recover,50.230,53.839,0,-17.201
Test1,1-Recover,50.297,53.839,0,-17.051
Test1,1-Recover,50.363,53.839,0,-17.115
Test1,1-Recover,50.430,53.839,0,-17.373
Test1,1-Recover,50.497,53.839,0,-17.201
Test1,1-Recover,50.563,53.839,0,-16.987
Test1,1-Recover,50.630,53.839,0,-17.008
Test1,1-Recover,50.697,53.839,0,-17.287
Test1,1-Recover,50.763,53.839,0,-17.244
Test1,1-Recover,50.830,53.839,0,-17.029
Test1,1-Recover,50.897,53.839,0,-17.029
Test1,1-Recover,50.963,53.839,0,-17.180
Test1,1-Recover,51.030,53.839,0,-17.072
Test1,1-Recover,51.097,53.839,0,-17.201
Test1,1-Recover,51.163,53.839,0,-17.180
Test1,1-Recover,51.230,53.839,0,-16.429
Test1,1-Recover,51.297,53.839,0,-16.686
Test1,1-Recover,51.363,53.839,0,-17.029
Test1,1-Recover,51.430,53.839,0,-17.244
Test1,1-Recover,51.497,53.839,0,-16.815
Test1,1-Recover,51.563,53.839,0,-16.922
Test1,1-Recover,51.630,53.839,0,-17.222
Test1,1-Recover,51.697,53.839,0,-17.115
Test1,1-Recover,51.763,53.839,0,-16.922
Test1,1-Recover,51.830,53.839,0,-17.029
Test1,1-Recover,51.897,53.839,0,-17.244
Test1,1-Recover,51.963,53.839,0,-17.072
Test1,1-Recover,52.030,53.839,0,-16.836
Test1,1-Recover,52.097,53.839,0,-16.922
Test1,1-Recover,52.163,53.839,0,-17.051
Test1,1-Recover,52.230,53.839,0,-16.107
Test1,1-Recover,52.297,53.839,0,-14.005
Test1,1-Recover,52.363,53.839,0,-12.675
Test1,1-Recover,52.430,53.839,0,-12.611
Test1,1-Recover,52.497,53.839,0,-16.086
Test1,1-Recover,52.563,53.839,0,-16.858
Test1,1-Recover,52.630,53.839,0,-17.008
Test1,1-Recover,52.697,53.839,0,-17.072
Test1,1-Recover,52.763,53.839,0,-16.922
Test1,1-Recover,52.830,53.839,0,-17.051
Test1,1-Recover,52.897,53.839,0,-17.008
Test1,1-Recover,52.963,53.839,0,-16.901
Test1,1-Recover,53.030,53.839,0,-17.051
Test1,1-Recover,53.097,53.839,0,-16.322
Test1,1-Recover,53.163,53.839,0,-14.799
Test1,1-Recover,53.230,53.839,0,-14.370
Test1,1-Recover,53.297,53.839,0,-13.662
Test1,1-Recover,53.363,53.839,0,-12.332
Test1,1-Recover,53.430,53.839,0,-14.927
Test1,1-Recover,53.497,53.839,0,-16.815
Test1,1-Recover,53.563,53.839,0,-16.751
Test1,1-Recover,53.630,53.839,0,-17.029
Test1,1-Recover,53.697,53.839,0,-17.072
Test1,1-Recover,53.763,53.839,0,-16.836
Test1,1-Recover,53.830,53.839,0,-16.901
Test1,1-Recover,53.897,53.839,0,-16.922
Test1,1-Recover,53.963,53.839,0,-16.901
Test1,1-Recover,54.030,53.839,0,-17.072
Test1,1-Recover,54.097,53.839,0,-16.836
Test1,1-Recover,54.163,53.839,0,-16.622
Test1,1-Recover,54.230,53.839,0,-16.879
Test1,1-Recover,54.297,53.839,0,-16.751
Test1,1-Recover,54.363,53.839,0,-15.957
Test1,1-Recover,54.430,53.839,0,-16.064
Test1,1-Recover,54.497,53.839,0,-16.407
Test1,1-Recover,54.563,53.839,0,-16.600
Test1,1-Recover,54.630,53.839,0,-16.922
Test1,1-Recover,54.697,53.839,0,-16.858
Test1,1-Recover,54.763,53.839,0,-16.858
Test1,1-Recover,54.830,53.839,0,-16.858
Test1,1-Recover,54.897,53.839,0,-16.901
Test1,1-Recover,54.963,53.839,0,-16.965
Test1,1-Recover,55.030,53.839,0,-16.772
Test1,1-Recover,55.097,53.839,0,-16.772
Test1,1-Recover,55.163,53.839,0,-16.515
Test1,1-Recover,55.230,53.839,0,-16.772
Test1,1-Recover,55.297,53.839,0,-16.858
Test1,1-Recover,55.363,53.839,0,-16.708
Test1,1-Recover,55.430,53.839,0,-16.901
Test1,1-Recover,55.497,53.839,0,-16.643
Test1,1-Recover,55.563,53.839,0,-16.751
Test1,1-Recover,55.630,53.839,0,-16.815
Test1,1-Recover,55.697,53.839,0,-15.657
Test1,1-Recover,55.763,53.839,0,-15.378
Test1,1-Recover,55.830,53.839,0,-14.777
Test1,1-Recover,55.897,53.839,0,-14.219
Test1,1-Recover,55.963,53.839,0,-14.284
Test1,1-Recover,56.030,53.839,0,-14.520
Test1,1-Recover,56.097,53.839,0,-14.498
Test1,1-Recover,56.163,53.839,0,-14.198
Test1,1-Recover,56.230,53.839,0,-13.254
Test1,1-Recover,56.297,53.839,0,-13.040
Test1,1-Recover,56.363,53.839,0,-11.731
Test1,1-Recover,56.430,53.839,0,-9.136
Test1,1-Recover,56.497,53.839,0,-13.941
Test1,1-Recover,56.563,53.839,0,-16.600
Test1,1-Recover,56.630,53.839,0,-17.115
Test1,1-Recover,56.697,53.839,0,-16.836
Test1,1-Recover,56.763,53.839,0,-16.536
Test1,1-Recover,56.830,53.839,0,-15.764
Test1,1-Recover,56.897,53.839,0,-15.828
Test1,1-Recover,56.963,53.839,0,-15.893
Test1,1-Recover,57.030,53.839,0,-16.214
Test1,1-Recover,57.097,53.839,0,-16.493
Test1,1-Recover,57.163,53.839,0,-16.751
Test1,1-Recover,57.230,53.839,0,-16.858
Test1,1-Recover,57.297,53.839,0,-16.751
Test1,1-Recover,57.363,53.839,0,-16.622
Test1,1-Recover,57.430,53.839,0,-16.772
Test1,1-Recover,57.497,53.839,0,-16.600
Test1,1-Recover,57.563,53.839,0,-16.579
Test1,1-Recover,57.630,53.839,0,-16.772
Test1,1-Recover,57.697,53.839,0,-16.815
Test1,1-Recover,57.763,53.839,0,-16.579
Test1,1-Recover,57.830,53.839,0,-16.665
Test1,1-Recover,57.897,53.839,0,-16.686
Test1,1-Recover,57.963,53.839,0,-16.558
Test1,1-Recover,58.030,53.839,0,-16.772
Test1,1-Recover,58.097,53.839,0,-16.579
Test1,1-Recover,58.163,53.839,0,-16.665
Test1,1-Recover,58.230,53.839,0,-16.386
Test1,1-Recover,58.297,53.839,0,-16.536
Test1,1-Recover,58.363,53.839,0,-16.729
Test1,1-Recover,58.430,53.839,0,-16.558
Test1,1-Recover,58.497,53.839,0,-16.686
Test1,1-Recover,58.563,53.839,0,-10.573
Test1,1-Recover,58.630,53.839,0,0.217
Test1,1-Recover,58.697,53.839,0,0.002
Test1,1-Recover,58.763,53.839,0,0.045
Test1,1-Recover,58.830,53.839,0,0.045
Test1,1-Recover,58.897,53.839,0,0.066
Test1,1-Recover,58.963,53.839,0,0.045
Test1,1-Recover,59.030,53.839,0,0.045
Test1,1-Recover,59.097,53.839,0,0.002
Test1,1-Recover,59.163,53.839,0,0.024
Test1,1-Recover,59.230,53.839,0,0.045
Test1,1-Recover,59.297,53.839,0,0.024
Test1,1-Recover,59.363,53.839,0,0.045
Test1,1-Recover,59.430,53.839,0,0.066
Test1,1-Recover,59.497,53.839,0,0.066
Test1,1-Recover,59.563,53.839,0,0.024
Test1,1-Recover,59.630,53.839,0,0.024
Test1,1-Recover,59.697,53.839,0,0.045
Test1,1-Recover,59.763,53.839,0,0.024
Test1,1-Recover,59.830,53.839,0,0.045
Test1,1-Recover,59.897,53.839,0,0.066
Test1,1-Recover,59.963,53.839,0,-0.019
Test1,1-Recover,60.030,53.839,0,0.002
Test1,1-Recover,60.097,53.839,0,0.024
Test1,1-Recover,60.163,53.839,0,-0.019
Test1,1-Recover,60.230,53.839,0,-0.019
Test1,1-Recover,60.297,53.839,0,-0.041
Test1,1-Recover,60.363,53.839,0,-0.062
Test1,1-Recover,60.430,53.839,0,-0.019
Test1,1-Recover,60.497,53.839,0,0.045
Test1,1-Recover,60.563,53.839,0,0.002
Test1,1-Recover,60.630,53.839,0,-0.062
Test1,1-Recover,60.697,53.839,0,0.002
Test1,1-Recover,60.763,53.839,0,0.045
Test1,1-Recover,60.830,53.839,0,0.002
Test1,1-Recover,60.897,53.839,0,-0.041
Test1,1-Recover,60.963,53.839,0,-0.019
Test1,1-Recover,61.030,53.839,0,-0.019
Test1,1-Recover,61.097,53.839,0,0.002
Test1,1-Recover,61.163,53.839,0,0.045
Test1,1-Recover,61.230,53.839,0,-0.062
Test1,1-Recover,61.297,53.839,0,-0.062
Test1,1-Recover,61.363,53.839,0,0.024
Test1,1-Recover,61.430,53.839,0,0.002
Test1,1-Recover,61.497,53.839,0,-0.084
Test1,1-Recover,61.563,53.839,0,-0.041
Test1,1-Recover,61.630,53.839,0,-0.019
Test1,1-Recover,61.697,53.839,0,-0.062
Test1,1-Recover,61.763,53.839,0,0.045
Test1,1-Recover,61.830,53.839,0,0.024
Test1,1-Recover,61.897,53.839,0,-0.084
Test1,1-Recover,61.963,53.839,0,-0.019
Test1,1-Recover,62.030,53.839,0,0.024
Test1,1-Recover,62.097,53.839,0,-0.019
Test1,1-Recover,62.163,53.839,0,-0.041
Test1,1-Recover,62.230,53.839,0,-0.041
Test1,1-Recover,62.297,53.839,0,-0.019
Test1,1-Recover,62.363,53.839,0,-0.041
Test1,1-Recover,62.430,53.839,0,0.045
Test1,1-Recover,62.497,53.839,0,-0.019
Test1,1-Recover,62.563,53.839,0,-0.019
Test1,1-Recover,62.630,53.839,0,0.002
Test1,1-Recover,62.697,53.839,0,0.045
Test1,1-Recover,62.763,53.839,0,0.024
Test1,1-Recover,62.830,53.839,0,-0.041
Test1,1-Recover,62.897,53.839,0,-0.019
Test1,1-Recover,62.963,53.839,0,0.024
Test1,1-Recover,63.030,53.839,0,0.045
Test1,1-Recover,63.097,53.839,0,0.045
Test1,1-Recover,63.163,53.839,0,-0.041
Test1,1-Recover,63.230,53.839,0,-0.019
Test1,1-Recover,63.297,53.839,0,0.024
Test1,1-Recover,63.363,53.839,0,0.045
Test1,1-Recover,63.430,53.839,0,0.002
Test1,1-Recover,63.497,53.839,0,-0.041
Test1,1-Recover,63.563,53.839,0,0.002
Test1,1-Recover,63.630,53.839,0,0.024
Test1,1-Recover,63.697,53.839,0,0.066
Test1,1-Recover,63.763,53.839,0,0.002
Test1,1-Recover,63.830,53.839,0,-0.041
Test1,1-Recover,63.897,53.839,0,0.002
Test1,1-Recover,63.963,53.839,0,0.045
Test1,1-Recover,64.030,53.839,0,0.045
Test1,1-Recover,64.097,53.839,0,-0.019
Test1,1-Recover,64.163,53.839,0,-0.019
Test1,1-Recover,64.230,53.839,0,0.002
Test1,1-Recover,64.297,53.839,0,0.045
Test1,1-Recover,64.363,53.839,0,0.045
Test1,1-Recover,64.430,53.839,0,0.002
Test1,1-Recover,64.497,53.839,0,-0.019
Test1,1-Recover,64.563,53.839,0,0.024
Test1,1-Recover,64.630,53.839,0,0.045
Test1,1-Recover,64.697,53.839,0,0.024
Test1,1-Recover,64.763,53.839,0,-0.019
Test1,1-Recover,64.830,53.839,0,-0.019
Test1,1-Recover,64.897,53.839,0,0.024
Test1,1-Recover,64.963,53.839,0,0.045
Test1,1-Recover,65.030,53.839,0,0.002
Test1,1-Recover,65.097,53.839,0,-0.041
Test1,1-Recover,65.163,53.839,0,0.002
Test1,1-Recover,65.230,53.839,0,0.024
Test1,1-Recover,65.297,53.839,0,0.045
Test1,1-Recover,65.363,53.839,0,0.002
Test1,1-Recover,65.430,53.839,0,-0.041
Test1,1-Recover,65.497,53.839,0,0.002
Test1,1-Recover,65.563,53.839,0,0.045
Test1,1-Recover,65.630,53.839,0,0.045
Test1,1-Recover,65.697,53.839,0,-0.019
Test1,1-Recover,65.763,53.839,0,-0.019
Test1,1-Recover,65.830,53.839,0,0.002
Test1,1-Recover,65.897,53.839,0,0.045
Test1,1-Recover,65.963,53.839,0,0.045
Test1,1-Recover,66.030,53.839,0,-0.019
Test1,1-Recover,66.097,53.839,0,-0.019
Test1,1-Recover,66.163,53.839,0,0.024
Test1,1-Recover,66.230,53.839,0,0.045
Test1,1-Recover,66.297,53.839,0,0.045
Test1,1-Recover,66.363,53.839,0,-0.041
Test1,1-Recover,66.430,53.839,0,-0.019
Test1,1-Recover,66.497,53.839,0,0.024
Test1,1-Recover,66.563,53.839,0,0.045
Test1,1-Recover,66.630,53.839,0,0.024
Test1,1-Recover,66.697,53.839,0,-0.041
Test1,1-Recover,66.763,53.839,0,0.002
Test1,1-Recover,66.830,53.839,0,0.024
Test1,1-Recover,66.897,53.839,0,0.045
Test1,1-Recover,66.963,53.839,0,0.002
Test1,1-Recover,67.030,53.839,0,-0.041
Test1,1-Recover,67.097,53.839,0,0.002
Test1,1-Recover,67.163,53.839,0,0.045
Test1,1-Recover,67.230,53.839,0,0.045
Test1,1-Recover,67.297,53.839,0,-0.019
Test1,1-Recover,67.363,53.839,0,-0.019
Test1,1-Recover,67.430,53.839,0,0.002
Test1,1-Recover,67.497,53.839,0,0.045
Test1,1-Recover,67.563,53.839,0,0.045
Test1,1-Recover,67.630,53.839,0,0.002
Test1,1-Recover,67.697,53.839,0,-0.019
Test1,1-Recover,67.763,53.839,0,0.024
Test1,1-Recover,67.830,53.839,0,0.045
Test1,1-Recover,67.897,53.839,0,0.024
Test1,1-Recover,67.963,53.839,0,-0.019
Test1,1-Recover,68.030,53.839,0,-0.019
Test1,1-Recover,68.097,53.839,0,0.024
Test1,1-Recover,68.163,53.839,0,0.045
Test1,1-Recover,68.230,53.839,0,0.002
Test1,1-Recover,68.297,53.839,0,-0.041
Test1,1-Recover,68.363,53.839,0,0.002
Test1,1-Recover,68.430,53.839,0,0.024
Test1,1-Recover,68.497,53.839,0,0.045
Test1,1-Recover,68.563,53.839,0,0.002
Test1,1-Recover,68.630,53.839,0,-0.041
Test1,1-Recover,68.697,53.839,0,0.002
Test1,1-Recover,68.763,53.839,0,0.045
Test1,1-Recover,68.830,53.839,0,0.045
Test1,1-Recover,68.897,53.839,0,0.002
Test1,1-Recover,68.963,53.839,0,-0.019
Test1,1-Recover,69.030,53.839,0,0.002
Test1,1-Recover,69.097,53.839,0,0.045
Test1,1-Recover,69.163,53.839,0,0.045
Test1,1-Recover,69.230,53.839,0,-0.019
Test1,1-Recover,69.297,53.839,0,-0.019
Test1,1-Recover,69.363,53.839,0,0.024
Test1,1-Recover,69.430,53.839,0,0.045
Test1,1-Recover,69.497,53.839,0,0.045
Test1,1-Recover,69.563,53.839,0,-0.019
Test1,1-Recover,69.630,53.839,0,-0.019
Test1,1-Recover,69.697,53.839,0,0.024
Test1,1-Recover,69.763,53.839,0,0.045
Test1,1-Recover,69.830,53.839,0,0.024
Test1,1-Recover,69.897,53.839,0,-0.041
Test1,1-Recover,69.963,53.839,0,0.002
Test1,1-Recover,70.030,53.839,0,0.024
